order_item_sk,date_id,channel_sk,store_sk,customer_sk,location_sk,product_sk,quantity,unit_price,discount_amount,line_total
8332,20250823,1,,249,636,2,1,13500.0,270.0,13230.0
8333,20241203,1,,764,1440,1,2,12000.0,1200.0,22800.0
8334,20250924,2,3.0,911,3,2,2,15000.0,1500.0,28500.0
8335,20250924,2,3.0,911,3,2,1,15750.0,1575.0,14175.0
8336,20250701,2,3.0,801,3,1,2,12600.0,504.0,24696.0
8337,20250403,1,,130,1165,1,2,12000.0,0.0,24000.0
8338,20250403,1,,130,1165,1,2,12000.0,2400.0,21600.0
8339,20250403,1,,130,1165,1,3,12000.0,3600.0,32400.0
8340,20250815,1,,1106,900,2,2,15000.0,600.0,29400.0
8341,20240315,1,,1441,2607,1,2,12000.0,0.0,24000.0
8342,20240315,1,,1441,2607,1,3,12000.0,720.0,35280.0
8343,20240315,1,,1441,2607,2,3,15750.0,0.0,47250.0
8344,20250328,1,,364,230,1,1,12600.0,630.0,11970.0
8345,20240405,1,,35,3121,1,1,12000.0,600.0,11400.0
8346,20250404,1,,1451,1000,2,1,15000.0,1500.0,13500.0
8347,20240217,1,,679,172,1,3,12000.0,3600.0,32400.0
8348,20240115,1,,1084,2211,1,2,12000.0,480.0,23520.0
8349,20250529,1,,248,729,1,3,12600.0,0.0,37800.0
8350,20250403,1,,1249,2033,1,1,12600.0,0.0,12600.0
8351,20240604,2,1.0,4,1,1,1,12000.0,240.0,11760.0
8352,20240604,2,1.0,4,1,1,2,12000.0,0.0,24000.0
8353,20241123,2,3.0,1405,3,1,3,12000.0,0.0,36000.0
8354,20240329,2,4.0,1212,4,1,3,12600.0,1890.0,35910.0
8355,20240329,2,4.0,1212,4,1,1,12000.0,240.0,11760.0
8356,20250527,1,,962,259,2,2,15000.0,1500.0,28500.0
8357,20240608,2,3.0,1016,3,2,2,13500.0,0.0,27000.0
8358,20240608,2,3.0,1016,3,2,1,13500.0,270.0,13230.0
8359,20240102,1,,1346,2965,1,2,12000.0,480.0,23520.0
8360,20241110,1,,249,2336,2,2,15000.0,0.0,30000.0
8361,20241110,1,,249,2336,1,1,10800.0,1080.0,9720.0
8362,20241110,1,,249,2336,1,2,12000.0,1200.0,22800.0
8363,20240515,1,,1301,3138,1,1,12000.0,1200.0,10800.0
8364,20240515,1,,1301,3138,1,3,12000.0,3600.0,32400.0
8365,20250223,2,4.0,1224,4,1,3,10800.0,1620.0,30780.0
8366,20250531,1,,790,2519,2,2,15000.0,3000.0,27000.0
8367,20240704,1,,1307,1395,2,2,13500.0,0.0,27000.0
8368,20240704,1,,1307,1395,1,3,10800.0,0.0,32400.0
8369,20240704,1,,1307,1395,1,1,12000.0,1200.0,10800.0
8370,20240421,1,,56,2447,1,1,12000.0,600.0,11400.0
8371,20241017,2,4.0,266,4,1,2,12000.0,480.0,23520.0
8372,20241017,2,4.0,266,4,2,1,15000.0,0.0,15000.0
8373,20250101,2,1.0,80,1,1,2,12000.0,2400.0,21600.0
8374,20250529,2,3.0,1458,3,1,1,10800.0,540.0,10260.0
8375,20240228,1,,685,570,1,2,10800.0,1080.0,20520.0
8376,20241119,2,1.0,1284,1,1,1,12000.0,240.0,11760.0
8377,20240516,2,1.0,1460,1,2,1,15750.0,787.5,14962.5
8378,20240413,1,,1024,1446,2,2,15750.0,0.0,31500.0
8379,20250510,1,,937,337,2,1,15000.0,750.0,14250.0
8380,20240328,2,1.0,1489,1,1,2,12600.0,2520.0,22680.0
8381,20240604,2,4.0,1233,4,1,3,10800.0,0.0,32400.0
8382,20240604,2,4.0,1233,4,1,3,12600.0,3780.0,34020.0
8383,20250806,1,,176,2837,1,3,12000.0,0.0,36000.0
8384,20250806,1,,176,2837,1,2,12000.0,480.0,23520.0
8385,20240421,1,,396,3154,1,2,10800.0,432.0,21168.0
8386,20240421,1,,396,3154,2,2,13500.0,540.0,26460.0
8387,20250525,1,,552,828,2,2,13500.0,1350.0,25650.0
8388,20240904,1,,709,2673,1,2,12000.0,2400.0,21600.0
8389,20240904,1,,709,2673,2,1,15000.0,750.0,14250.0
8390,20250612,1,,1262,12,2,2,13500.0,1350.0,25650.0
8391,20250425,2,2.0,310,2,2,1,15000.0,300.0,14700.0
8392,20240910,1,,1258,3080,1,2,12000.0,0.0,24000.0
8393,20240417,2,3.0,1039,3,2,3,15750.0,2362.5,44887.5
8394,20250208,1,,145,1506,1,1,10800.0,540.0,10260.0
8395,20240122,1,,928,2542,1,2,12000.0,2400.0,21600.0
8396,20240122,1,,928,2542,2,1,13500.0,1350.0,12150.0
8397,20250706,1,,1061,858,1,3,10800.0,1620.0,30780.0
8398,20250706,1,,1061,858,2,2,15000.0,0.0,30000.0
8399,20240515,2,1.0,1421,1,2,3,15000.0,4500.0,40500.0
8400,20250729,1,,1219,2782,2,2,15000.0,600.0,29400.0
8401,20250729,1,,1219,2782,2,2,15000.0,1500.0,28500.0
8402,20250729,1,,1219,2782,1,1,12000.0,600.0,11400.0
8403,20250919,1,,510,1239,1,2,12000.0,480.0,23520.0
8404,20250505,1,,684,596,1,2,12000.0,2400.0,21600.0
8405,20241020,1,,727,2981,1,3,12600.0,3780.0,34020.0
8406,20250115,1,,584,1086,1,1,12000.0,600.0,11400.0
8407,20250115,1,,584,1086,2,3,15750.0,4725.0,42525.0
8408,20250228,1,,521,2220,2,1,15000.0,1500.0,13500.0
8409,20250123,1,,475,45,2,3,15000.0,4500.0,40500.0
8410,20250123,1,,475,45,2,2,15000.0,600.0,29400.0
8411,20241104,1,,1472,1331,2,1,15000.0,300.0,14700.0
8412,20250427,1,,188,2796,1,2,12000.0,0.0,24000.0
8413,20250427,1,,188,2796,2,2,16500.0,0.0,33000.0
8414,20240413,2,1.0,601,1,2,1,15000.0,300.0,14700.0
8415,20250819,1,,407,220,2,1,15750.0,0.0,15750.0
8416,20250116,2,2.0,210,2,2,3,16500.0,990.0,48510.0
8417,20240920,2,2.0,1472,2,2,2,15000.0,3000.0,27000.0
8418,20250303,2,1.0,1317,1,1,2,12000.0,2400.0,21600.0
8419,20241128,1,,1450,2482,1,2,10800.0,1080.0,20520.0
8420,20250731,1,,724,566,2,2,15000.0,1500.0,28500.0
8421,20250116,1,,942,66,2,3,15000.0,4500.0,40500.0
8422,20240218,1,,226,773,1,1,12000.0,600.0,11400.0
8423,20250928,2,2.0,675,2,2,3,13500.0,0.0,40500.0
8424,20250928,2,2.0,675,2,2,1,15000.0,300.0,14700.0
8425,20250928,2,2.0,675,2,1,1,12000.0,240.0,11760.0
8426,20250222,1,,1366,1366,2,2,15000.0,600.0,29400.0
8427,20241109,1,,1464,3074,1,1,12000.0,0.0,12000.0
8428,20241109,1,,1464,3074,1,1,12000.0,240.0,11760.0
8429,20250510,2,2.0,1317,2,1,2,12000.0,0.0,24000.0
8430,20241117,1,,321,1978,2,2,15000.0,3000.0,27000.0
8431,20250515,2,3.0,288,3,1,2,12000.0,2400.0,21600.0
8432,20240215,1,,839,2502,2,1,15000.0,1500.0,13500.0
8433,20240116,2,4.0,63,4,1,1,13200.0,660.0,12540.0
8434,20240116,2,4.0,63,4,2,2,15000.0,1500.0,28500.0
8435,20240116,2,4.0,63,4,2,1,15000.0,1500.0,13500.0
8436,20240130,1,,74,2410,1,2,12000.0,2400.0,21600.0
8437,20240621,1,,1359,2851,1,1,13200.0,264.0,12936.0
8438,20250625,1,,735,2964,1,3,10800.0,1620.0,30780.0
8439,20241203,2,2.0,583,2,1,3,12000.0,1800.0,34200.0
8440,20240205,1,,403,1948,2,1,15000.0,300.0,14700.0
8441,20240921,2,4.0,144,4,1,2,10800.0,2160.0,19440.0
8442,20240921,2,4.0,144,4,1,3,12000.0,1800.0,34200.0
8443,20240509,2,4.0,724,4,1,3,12600.0,1890.0,35910.0
8444,20240414,1,,508,368,1,2,12000.0,0.0,24000.0
8445,20250226,1,,1476,832,2,1,15000.0,0.0,15000.0
8446,20240312,1,,1069,1186,2,2,15750.0,1575.0,29925.0
8447,20250522,1,,92,2789,1,3,13200.0,0.0,39600.0
8448,20240312,1,,376,461,1,3,12600.0,3780.0,34020.0
8449,20241223,2,4.0,251,4,2,3,15000.0,0.0,45000.0
8450,20241008,1,,665,2694,2,2,15000.0,1500.0,28500.0
8451,20241130,2,1.0,4,1,1,1,12000.0,0.0,12000.0
8452,20241130,2,1.0,4,1,2,1,15750.0,787.5,14962.5
8453,20241130,2,1.0,4,1,2,1,13500.0,675.0,12825.0
8454,20250426,1,,225,3203,1,3,10800.0,3240.0,29160.0
8455,20250426,1,,225,3203,1,3,12000.0,3600.0,32400.0
8456,20250420,2,1.0,1083,1,1,2,12600.0,1260.0,23940.0
8457,20241111,1,,111,206,1,2,12600.0,1260.0,23940.0
8458,20240715,2,2.0,1491,2,1,3,13200.0,0.0,39600.0
8459,20240131,1,,1340,228,2,3,15000.0,2250.0,42750.0
8460,20250410,1,,597,525,1,1,10800.0,0.0,10800.0
8461,20241026,1,,873,1680,1,1,12000.0,240.0,11760.0
8462,20240328,2,1.0,1021,1,2,3,16500.0,4950.0,44550.0
8463,20250206,1,,456,2390,1,2,12000.0,2400.0,21600.0
8464,20250206,1,,456,2390,1,2,10800.0,2160.0,19440.0
8465,20250131,2,3.0,413,3,1,2,13200.0,1320.0,25080.0
8466,20240308,2,3.0,748,3,2,3,15000.0,4500.0,40500.0
8467,20240308,2,3.0,748,3,1,3,13200.0,792.0,38808.0
8468,20240609,2,1.0,1310,1,2,1,15000.0,1500.0,13500.0
8469,20240305,1,,1271,931,2,1,15000.0,750.0,14250.0
8470,20240928,1,,964,1131,1,1,12600.0,0.0,12600.0
8471,20241205,1,,1178,571,2,1,13500.0,0.0,13500.0
8472,20241205,1,,1178,571,1,2,12000.0,1200.0,22800.0
8473,20250515,1,,292,1423,1,2,13200.0,528.0,25872.0
8474,20250221,2,4.0,1034,4,2,2,15000.0,600.0,29400.0
8475,20250221,2,4.0,1034,4,1,3,12600.0,0.0,37800.0
8476,20241118,1,,494,3176,1,3,12000.0,1800.0,34200.0
8477,20241118,1,,494,3176,2,1,13500.0,0.0,13500.0
8478,20241212,1,,1025,1715,1,2,13200.0,528.0,25872.0
8479,20250803,2,2.0,1045,2,2,1,15000.0,300.0,14700.0
8480,20250421,1,,700,2114,1,1,12600.0,1260.0,11340.0
8481,20240620,1,,1194,1943,1,1,12000.0,1200.0,10800.0
8482,20250525,1,,449,1576,1,3,12000.0,3600.0,32400.0
8483,20250525,1,,449,1576,1,1,12000.0,240.0,11760.0
8484,20250525,1,,449,1576,1,2,10800.0,1080.0,20520.0
8485,20240928,2,4.0,220,4,2,1,13500.0,270.0,13230.0
8486,20240928,2,4.0,220,4,2,3,13500.0,4050.0,36450.0
8487,20250921,1,,1152,2517,2,2,13500.0,1350.0,25650.0
8488,20250921,1,,1152,2517,2,3,15750.0,945.0,46305.0
8489,20250921,1,,1152,2517,1,3,12600.0,3780.0,34020.0
8490,20240512,2,3.0,417,3,1,3,12000.0,720.0,35280.0
8491,20240512,2,3.0,417,3,1,1,12000.0,240.0,11760.0
8492,20250501,2,3.0,231,3,2,2,15000.0,600.0,29400.0
8493,20240131,1,,142,554,2,3,15000.0,4500.0,40500.0
8494,20240618,1,,867,2295,1,2,12600.0,504.0,24696.0
8495,20250225,1,,1011,2658,2,1,15000.0,1500.0,13500.0
8496,20250108,1,,1363,754,2,1,15000.0,0.0,15000.0
8497,20250407,2,3.0,1027,3,1,3,12000.0,1800.0,34200.0
8498,20250407,2,3.0,1027,3,1,3,12000.0,720.0,35280.0
8499,20250625,1,,135,1551,1,2,12000.0,1200.0,22800.0
8500,20250316,1,,582,81,2,1,13500.0,0.0,13500.0
8501,20240928,1,,525,2834,2,2,13500.0,1350.0,25650.0
8502,20250515,2,3.0,463,3,2,3,15000.0,0.0,45000.0
8503,20250515,2,3.0,463,3,2,1,15750.0,1575.0,14175.0
8504,20241118,1,,1127,357,1,3,10800.0,648.0,31752.0
8505,20250212,1,,1263,649,1,2,12000.0,2400.0,21600.0
8506,20250306,1,,294,818,1,3,13200.0,3960.0,35640.0
8507,20250306,1,,294,818,1,3,12600.0,3780.0,34020.0
8508,20250312,2,3.0,594,3,2,1,15000.0,750.0,14250.0
8509,20250312,2,3.0,594,3,2,3,15000.0,2250.0,42750.0
8510,20240117,2,2.0,195,2,1,3,10800.0,0.0,32400.0
8511,20240117,2,2.0,195,2,2,2,15000.0,1500.0,28500.0
8512,20240203,2,1.0,649,1,2,1,15000.0,300.0,14700.0
8513,20241101,1,,1043,2465,1,1,12000.0,240.0,11760.0
8514,20241101,1,,1043,2465,2,1,15000.0,1500.0,13500.0
8515,20250804,1,,932,394,2,1,15000.0,0.0,15000.0
8516,20250804,1,,932,394,1,3,13200.0,1980.0,37620.0
8517,20250510,1,,444,1453,2,1,15000.0,750.0,14250.0
8518,20250717,1,,87,1680,1,2,12600.0,504.0,24696.0
8519,20241028,1,,819,2034,2,2,16500.0,3300.0,29700.0
8520,20241028,1,,819,2034,1,1,10800.0,0.0,10800.0
8521,20240620,1,,967,2710,2,3,16500.0,0.0,49500.0
8522,20240620,1,,967,2710,1,1,12000.0,600.0,11400.0
8523,20241222,2,4.0,605,4,2,3,15000.0,2250.0,42750.0
8524,20240811,1,,1331,1483,2,1,15000.0,1500.0,13500.0
8525,20240811,1,,1331,1483,2,1,15000.0,300.0,14700.0
8526,20240814,2,2.0,527,2,1,3,10800.0,0.0,32400.0
8527,20240902,1,,660,1808,1,3,10800.0,1620.0,30780.0
8528,20240902,1,,660,1808,1,3,10800.0,3240.0,29160.0
8529,20240902,1,,660,1808,2,2,15000.0,600.0,29400.0
8530,20250406,1,,1355,2320,2,3,15000.0,900.0,44100.0
8531,20240703,1,,336,2903,1,2,10800.0,432.0,21168.0
8532,20250209,2,4.0,764,4,1,1,12600.0,630.0,11970.0
8533,20250127,1,,321,2164,1,3,12000.0,0.0,36000.0
8534,20241031,1,,307,400,2,1,15000.0,0.0,15000.0
8535,20241031,1,,307,400,1,2,12000.0,2400.0,21600.0
8536,20241031,1,,307,400,2,1,15000.0,1500.0,13500.0
8537,20240127,2,1.0,1027,1,1,3,12000.0,3600.0,32400.0
8538,20240127,2,1.0,1027,1,2,3,15000.0,4500.0,40500.0
8539,20241004,2,4.0,1359,4,1,1,10800.0,1080.0,9720.0
8540,20250413,1,,723,1366,2,1,15000.0,750.0,14250.0
8541,20250210,1,,1135,681,1,2,12000.0,480.0,23520.0
8542,20241014,1,,72,2673,1,3,12000.0,0.0,36000.0
8543,20240805,2,4.0,459,4,1,3,12600.0,0.0,37800.0
8544,20240628,2,4.0,453,4,2,2,15000.0,0.0,30000.0
8545,20240704,1,,995,2219,2,3,16500.0,990.0,48510.0
8546,20250404,2,4.0,316,4,2,1,15000.0,0.0,15000.0
8547,20250828,2,4.0,1306,4,1,2,12600.0,504.0,24696.0
8548,20250916,2,4.0,212,4,2,2,15000.0,600.0,29400.0
8549,20250916,2,4.0,212,4,1,2,12000.0,0.0,24000.0
8550,20240223,1,,212,3052,1,2,12000.0,1200.0,22800.0
8551,20240422,1,,1378,2507,1,3,12000.0,3600.0,32400.0
8552,20240422,1,,1378,2507,2,2,15000.0,0.0,30000.0
8553,20250416,1,,746,166,2,3,15000.0,4500.0,40500.0
8554,20250416,1,,746,166,1,3,12600.0,0.0,37800.0
8555,20240331,1,,1327,803,1,1,10800.0,0.0,10800.0
8556,20240122,2,3.0,1323,3,2,2,15000.0,1500.0,28500.0
8557,20240930,1,,1036,2007,1,1,12000.0,600.0,11400.0
8558,20240715,2,3.0,426,3,1,1,12000.0,240.0,11760.0
8559,20240918,1,,1045,443,1,2,12600.0,2520.0,22680.0
8560,20250820,1,,885,845,1,1,12000.0,1200.0,10800.0
8561,20250820,1,,885,845,2,3,13500.0,2025.0,38475.0
8562,20250522,1,,1009,2235,1,1,13200.0,0.0,13200.0
8563,20240126,2,2.0,220,2,2,2,13500.0,1350.0,25650.0
8564,20240803,1,,705,288,2,1,13500.0,1350.0,12150.0
8565,20240803,1,,705,288,1,2,12000.0,0.0,24000.0
8566,20240623,1,,1037,1107,1,2,10800.0,2160.0,19440.0
8567,20240610,1,,789,1047,1,2,12000.0,0.0,24000.0
8568,20240610,1,,789,1047,2,3,13500.0,0.0,40500.0
8569,20240610,1,,79,691,1,3,12000.0,1800.0,34200.0
8570,20240101,1,,768,1363,1,2,10800.0,432.0,21168.0
8571,20240101,1,,768,1363,1,2,12000.0,480.0,23520.0
8572,20250106,2,2.0,1253,2,1,3,12600.0,3780.0,34020.0
8573,20250106,2,2.0,1253,2,1,2,12600.0,2520.0,22680.0
8574,20240701,1,,340,2630,2,2,15000.0,0.0,30000.0
8575,20240701,1,,340,2630,1,1,13200.0,660.0,12540.0
8576,20250308,1,,87,1379,1,3,12000.0,720.0,35280.0
8577,20250308,1,,87,1379,2,2,15000.0,600.0,29400.0
8578,20250525,1,,504,917,2,1,15000.0,750.0,14250.0
8579,20240105,1,,575,333,2,2,15000.0,0.0,30000.0
8580,20240524,1,,467,884,2,3,13500.0,810.0,39690.0
8581,20250311,1,,771,1249,2,3,15000.0,900.0,44100.0
8582,20250905,1,,1306,2579,2,2,15000.0,600.0,29400.0
8583,20250905,1,,1306,2579,2,3,15000.0,4500.0,40500.0
8584,20240221,2,2.0,465,2,2,3,16500.0,2475.0,47025.0
8585,20250902,2,4.0,877,4,2,1,13500.0,1350.0,12150.0
8586,20240313,1,,602,1309,1,3,12000.0,0.0,36000.0
8587,20250620,1,,554,1455,1,2,12600.0,0.0,25200.0
8588,20241113,1,,1313,1036,2,3,16500.0,4950.0,44550.0
8589,20250118,2,2.0,410,2,1,2,12000.0,2400.0,21600.0
8590,20240911,2,2.0,1312,2,2,2,15000.0,0.0,30000.0
8591,20250803,2,1.0,289,1,1,1,12000.0,600.0,11400.0
8592,20250517,2,1.0,429,1,1,1,12000.0,0.0,12000.0
8593,20250830,1,,699,316,1,1,10800.0,216.0,10584.0
8594,20250228,2,2.0,267,2,2,1,15000.0,750.0,14250.0
8595,20250502,1,,1228,73,2,2,15750.0,1575.0,29925.0
8596,20241004,1,,476,2495,2,1,15000.0,750.0,14250.0
8597,20250114,1,,1276,2895,1,2,12000.0,0.0,24000.0
8598,20240428,2,2.0,648,2,2,1,15000.0,1500.0,13500.0
8599,20240117,2,4.0,851,4,2,3,15000.0,4500.0,40500.0
8600,20241226,2,4.0,1348,4,2,2,15000.0,0.0,30000.0
8601,20240225,2,2.0,1318,2,1,2,12000.0,2400.0,21600.0
8602,20240225,2,2.0,1318,2,1,2,12000.0,1200.0,22800.0
8603,20241215,2,1.0,514,1,2,1,16500.0,1650.0,14850.0
8604,20241108,1,,1093,103,2,3,15750.0,4725.0,42525.0
8605,20240913,1,,1426,1345,1,1,13200.0,1320.0,11880.0
8606,20250706,2,2.0,996,2,2,2,15000.0,600.0,29400.0
8607,20250706,2,2.0,996,2,2,1,15000.0,1500.0,13500.0
8608,20250107,2,2.0,718,2,2,2,15000.0,1500.0,28500.0
8609,20240530,1,,724,2751,1,1,12000.0,0.0,12000.0
8610,20240530,1,,724,2751,2,2,15000.0,3000.0,27000.0
8611,20240530,1,,724,2751,1,2,12000.0,0.0,24000.0
8612,20240312,1,,114,382,1,3,10800.0,3240.0,29160.0
8613,20240312,1,,114,382,2,2,13500.0,2700.0,24300.0
8614,20250116,2,2.0,800,2,2,1,13500.0,1350.0,12150.0
8615,20250214,1,,1004,670,1,3,13200.0,0.0,39600.0
8616,20250109,2,1.0,147,1,1,1,12000.0,240.0,11760.0
8617,20250106,2,1.0,28,1,1,2,12000.0,0.0,24000.0
8618,20250121,1,,786,426,2,3,15000.0,0.0,45000.0
8619,20250722,2,3.0,153,3,1,1,12000.0,240.0,11760.0
8620,20241103,1,,1433,1320,1,3,12600.0,1890.0,35910.0
8621,20250608,2,1.0,1419,1,1,3,12000.0,0.0,36000.0
8622,20250608,2,1.0,1419,1,1,3,12000.0,720.0,35280.0
8623,20250904,2,4.0,389,4,1,1,10800.0,0.0,10800.0
8624,20240613,2,3.0,233,3,2,2,13500.0,0.0,27000.0
8625,20240613,2,3.0,233,3,2,2,13500.0,540.0,26460.0
8626,20240613,2,3.0,233,3,2,3,15000.0,900.0,44100.0
8627,20250227,1,,746,1494,2,1,15000.0,1500.0,13500.0
8628,20250227,1,,746,1494,2,3,16500.0,990.0,48510.0
8629,20250302,2,1.0,894,1,1,1,13200.0,660.0,12540.0
8630,20250302,2,1.0,894,1,2,3,15000.0,900.0,44100.0
8631,20250912,1,,1083,497,2,1,15000.0,1500.0,13500.0
8632,20240805,1,,1347,2610,1,2,12000.0,480.0,23520.0
8633,20240324,2,4.0,24,4,2,3,15000.0,0.0,45000.0
8634,20250526,1,,1239,450,2,3,15000.0,900.0,44100.0
8635,20250319,1,,1151,819,1,2,12000.0,2400.0,21600.0
8636,20250428,2,4.0,696,4,2,1,15000.0,0.0,15000.0
8637,20250428,2,4.0,696,4,1,3,12000.0,1800.0,34200.0
8638,20240303,1,,1278,372,2,1,15000.0,750.0,14250.0
8639,20240718,1,,336,3123,1,1,12600.0,1260.0,11340.0
8640,20240718,1,,336,3123,1,2,12000.0,480.0,23520.0
8641,20250607,1,,1174,2942,1,1,12600.0,252.0,12348.0
8642,20250607,1,,1174,2942,2,1,15000.0,300.0,14700.0
8643,20241227,1,,668,954,1,3,12000.0,720.0,35280.0
8644,20241107,2,2.0,501,2,2,3,16500.0,4950.0,44550.0
8645,20241110,2,1.0,1292,1,1,2,12000.0,1200.0,22800.0
8646,20250202,1,,198,2241,2,3,13500.0,0.0,40500.0
8647,20250318,1,,884,232,1,1,12000.0,240.0,11760.0
8648,20250318,1,,884,232,2,3,15000.0,0.0,45000.0
8649,20250107,1,,1230,1147,2,2,15000.0,1500.0,28500.0
8650,20250926,2,2.0,212,2,1,1,12000.0,1200.0,10800.0
8651,20241209,2,2.0,1025,2,1,1,12000.0,1200.0,10800.0
8652,20240804,2,2.0,1424,2,2,1,15750.0,1575.0,14175.0
8653,20240804,2,2.0,1424,2,1,1,12000.0,600.0,11400.0
8654,20241112,1,,975,452,1,1,10800.0,1080.0,9720.0
8655,20250128,1,,820,861,1,3,12000.0,3600.0,32400.0
8656,20241020,1,,1099,2541,1,3,12000.0,3600.0,32400.0
8657,20241020,1,,1099,2541,2,3,15000.0,2250.0,42750.0
8658,20250116,1,,1175,1058,1,1,12000.0,600.0,11400.0
8659,20240226,2,4.0,860,4,1,1,13200.0,0.0,13200.0
8660,20241106,2,3.0,132,3,1,1,12000.0,600.0,11400.0
8661,20250826,1,,573,2053,2,2,15000.0,600.0,29400.0
8662,20240227,2,4.0,199,4,1,2,12000.0,2400.0,21600.0
8663,20241210,1,,539,1890,1,2,10800.0,1080.0,20520.0
8664,20250704,1,,196,2316,2,2,15000.0,3000.0,27000.0
8665,20240523,1,,267,2179,2,2,15000.0,3000.0,27000.0
8666,20240929,2,4.0,220,4,2,3,15750.0,4725.0,42525.0
8667,20240310,1,,604,1925,2,3,13500.0,0.0,40500.0
8668,20240310,1,,604,1925,2,3,15000.0,0.0,45000.0
8669,20240616,1,,73,1300,1,2,12600.0,0.0,25200.0
8670,20241125,1,,1331,36,2,1,15000.0,300.0,14700.0
8671,20241125,1,,1331,36,2,1,15000.0,300.0,14700.0
8672,20241123,1,,158,2464,1,2,12000.0,0.0,24000.0
8673,20240401,2,2.0,549,2,1,3,12000.0,720.0,35280.0
8674,20240401,2,2.0,549,2,1,2,12600.0,504.0,24696.0
8675,20240313,1,,1448,950,1,2,12000.0,2400.0,21600.0
8676,20240313,1,,1448,950,1,2,12000.0,0.0,24000.0
8677,20250815,2,1.0,795,1,1,2,10800.0,0.0,21600.0
8678,20250309,1,,77,2689,2,1,13500.0,675.0,12825.0
8679,20250725,1,,1163,1196,1,1,12000.0,600.0,11400.0
8680,20250403,2,1.0,1121,1,2,1,15000.0,0.0,15000.0
8681,20240512,2,1.0,232,1,1,3,12000.0,0.0,36000.0
8682,20240707,1,,329,514,1,1,12600.0,630.0,11970.0
8683,20240212,1,,1094,2225,1,2,12000.0,480.0,23520.0
8684,20250523,1,,944,2902,1,1,12600.0,630.0,11970.0
8685,20250523,1,,944,2902,1,2,12600.0,2520.0,22680.0
8686,20250523,1,,944,2902,2,1,15000.0,0.0,15000.0
8687,20241214,1,,1304,2132,1,1,12000.0,1200.0,10800.0
8688,20240105,2,1.0,61,1,1,3,12000.0,3600.0,32400.0
8689,20250324,2,3.0,560,3,2,2,16500.0,0.0,33000.0
8690,20241115,1,,299,241,2,2,15000.0,1500.0,28500.0
8691,20241115,1,,299,241,1,1,12000.0,600.0,11400.0
8692,20250709,1,,812,3202,1,3,12000.0,720.0,35280.0
8693,20240301,1,,169,1113,2,3,16500.0,4950.0,44550.0
8694,20240301,1,,169,1113,2,3,13500.0,0.0,40500.0
8695,20240301,1,,169,1113,2,2,15000.0,0.0,30000.0
8696,20250408,2,1.0,1136,1,1,1,12000.0,0.0,12000.0
8697,20240803,1,,986,2205,2,1,15000.0,300.0,14700.0
8698,20250830,2,1.0,1066,1,2,1,15000.0,0.0,15000.0
8699,20250830,2,1.0,1066,1,2,2,15000.0,0.0,30000.0
8700,20250607,2,1.0,1041,1,1,3,10800.0,1620.0,30780.0
8701,20250607,2,1.0,1041,1,2,2,15000.0,1500.0,28500.0
8702,20240911,2,2.0,152,2,2,1,15000.0,1500.0,13500.0
8703,20240911,2,2.0,152,2,1,2,12000.0,1200.0,22800.0
8704,20240220,2,3.0,1402,3,2,1,16500.0,330.0,16170.0
8705,20240220,2,3.0,1402,3,2,1,16500.0,330.0,16170.0
8706,20240303,1,,1032,2927,2,2,15000.0,1500.0,28500.0
8707,20240630,1,,508,2715,1,3,12000.0,3600.0,32400.0
8708,20240630,1,,508,2715,1,3,10800.0,0.0,32400.0
8709,20250329,1,,32,2189,2,1,16500.0,330.0,16170.0
8710,20250726,1,,1373,2050,1,2,12000.0,1200.0,22800.0
8711,20241208,2,3.0,1133,3,2,1,15000.0,750.0,14250.0
8712,20241208,2,3.0,1133,3,2,3,15000.0,0.0,45000.0
8713,20241208,2,3.0,1133,3,2,1,15000.0,300.0,14700.0
8714,20240719,1,,1336,1223,1,3,13200.0,1980.0,37620.0
8715,20240219,1,,1061,2552,1,3,12000.0,1800.0,34200.0
8716,20250613,1,,1033,1513,1,2,12000.0,1200.0,22800.0
8717,20250829,2,2.0,993,2,2,1,15750.0,1575.0,14175.0
8718,20250829,2,2.0,993,2,1,1,13200.0,264.0,12936.0
8719,20240723,1,,1034,141,2,1,15000.0,750.0,14250.0
8720,20240916,2,1.0,1468,1,1,2,12600.0,0.0,25200.0
8721,20240823,1,,419,1129,2,2,13500.0,0.0,27000.0
8722,20241101,1,,1348,690,2,3,15000.0,900.0,44100.0
8723,20241107,2,4.0,39,4,2,1,16500.0,825.0,15675.0
8724,20250116,1,,1006,1347,1,1,12000.0,1200.0,10800.0
8725,20240527,2,1.0,311,1,2,3,16500.0,990.0,48510.0
8726,20240527,2,1.0,311,1,1,1,12000.0,240.0,11760.0
8727,20240318,1,,373,1591,2,2,13500.0,0.0,27000.0
8728,20241022,1,,623,2751,1,2,12000.0,480.0,23520.0
8729,20241022,1,,623,2751,1,1,12000.0,0.0,12000.0
8730,20250220,1,,1313,2168,2,1,15000.0,0.0,15000.0
8731,20250716,2,2.0,283,2,1,1,12000.0,240.0,11760.0
8732,20250716,2,2.0,283,2,2,2,15000.0,600.0,29400.0
8733,20250529,1,,734,3046,2,2,15000.0,1500.0,28500.0
8734,20250529,1,,734,3046,2,2,15000.0,600.0,29400.0
8735,20250529,1,,734,3046,1,3,12000.0,1800.0,34200.0
8736,20250309,2,2.0,1182,2,2,3,15000.0,4500.0,40500.0
