order_sk,date_id,channel_sk,store_sk,customer_sk,location_sk,status,subtotal,tax_amount,shipping_fee,total_amount
5724,20240916,2,2.0,799,2,FULFILLED,25080.0,5266.8,0.0,30346.8
5725,20240716,2,4.0,870,4,FULFILLED,35280.0,7408.8,0.0,42688.8
5726,20241121,1,,794,2662,REFUNDED,23520.0,4939.2,1200.0,29659.2
5727,20240428,1,,1244,1738,CANCELLED,36000.0,7560.0,900.0,44460.0
5728,20240106,1,,75,1061,FULFILLED,34440.0,7232.4,1500.0,43172.4
5729,20240310,1,,576,1093,FULFILLED,40500.0,8505.0,1200.0,50205.0
5730,20240831,1,,1326,2891,FULFILLED,21600.0,4536.0,900.0,27036.0
5731,20241206,1,,731,333,FULFILLED,30780.0,6463.8,900.0,38143.8
5732,20240510,2,3.0,1387,3,FULFILLED,32400.0,6804.0,0.0,39204.0
5733,20240325,1,,1112,2148,CANCELLED,14250.0,2992.5,1200.0,18442.5
5734,20240110,1,,13,721,CANCELLED,37044.0,7779.24,1500.0,46323.24
5735,20240803,1,,297,958,FULFILLED,38550.0,8095.5,1200.0,47845.5
5736,20240223,2,3.0,974,3,PAID,32400.0,6804.0,0.0,39204.0
5737,20240815,2,2.0,1387,2,FULFILLED,25872.0,5433.12,0.0,31305.12
5738,20250406,1,,39,1528,FULFILLED,62700.0,13167.0,1500.0,77367.0
5739,20240816,1,,192,1864,FULFILLED,28950.0,6079.5,900.0,35929.5
5740,20250719,1,,541,1008,REFUNDED,11400.0,2394.0,900.0,14694.0
5741,20250831,1,,1297,724,FULFILLED,36000.0,7560.0,900.0,44460.0
5742,20250105,1,,1389,788,FULFILLED,38100.0,8001.0,1500.0,47601.0
5743,20250806,1,,1462,3061,FULFILLED,15435.0,3241.35,1500.0,20176.35
5744,20250105,1,,1406,1642,CANCELLED,32340.0,6791.4,900.0,40031.4
5745,20241205,2,1.0,1060,1,FULFILLED,26550.0,5575.5,0.0,32125.5
5746,20240901,2,3.0,973,3,FULFILLED,42750.0,8977.5,0.0,51727.5
5747,20240811,1,,523,2204,REFUNDED,22800.0,4788.0,900.0,28488.0
5748,20240710,2,2.0,1079,2,FULFILLED,60408.0,12685.68,0.0,73093.68
5749,20250525,1,,451,2704,PAID,89445.0,18783.45,900.0,109128.45
5750,20240322,1,,210,2124,FULFILLED,26460.0,5556.6,1500.0,33516.6
5751,20241111,1,,273,532,PAID,21600.0,4536.0,1200.0,27336.0
5752,20240609,1,,194,1155,CANCELLED,14250.0,2992.5,0.0,17242.5
5753,20240912,1,,825,1192,FULFILLED,23940.0,5027.4,900.0,29867.4
5754,20250405,2,1.0,1358,1,FULFILLED,11760.0,2469.6,0.0,14229.6
5755,20250307,1,,967,735,FULFILLED,35640.0,7484.4,1200.0,44324.4
5756,20240808,1,,1377,1195,FULFILLED,72000.0,15120.0,0.0,87120.0
5757,20240405,2,4.0,573,4,FULFILLED,32400.0,6804.0,0.0,39204.0
5758,20240525,2,1.0,1148,1,FULFILLED,36300.0,7623.0,0.0,43923.0
5759,20250626,2,4.0,1274,4,FULFILLED,34200.0,7182.0,0.0,41382.0
5760,20240701,2,4.0,147,4,FULFILLED,11970.0,2513.7,0.0,14483.7
5761,20240224,2,1.0,1119,1,FULFILLED,11760.0,2469.6,0.0,14229.6
5762,20241211,1,,958,979,FULFILLED,10800.0,2268.0,1500.0,14568.0
5763,20250105,2,4.0,1006,4,FULFILLED,34200.0,7182.0,0.0,41382.0
5764,20250405,1,,752,2177,FULFILLED,34668.0,7280.28,1200.0,43148.28
5765,20250724,1,,689,2115,PAID,32400.0,6804.0,0.0,39204.0
5766,20241124,2,1.0,931,1,FULFILLED,42240.0,8870.4,0.0,51110.4
5767,20240607,1,,853,2296,PAID,36000.0,7560.0,1200.0,44760.0
5768,20250902,1,,1451,1145,FULFILLED,10800.0,2268.0,0.0,13068.0
5769,20250326,1,,1045,531,PAID,44550.0,9355.5,1200.0,55105.5
5770,20240101,1,,349,1075,REFUNDED,14700.0,3087.0,1200.0,18987.0
5771,20241026,1,,855,1325,FULFILLED,30000.0,6300.0,900.0,37200.0
5772,20240116,1,,381,1933,FULFILLED,45000.0,9450.0,900.0,55350.0
5773,20250905,1,,1336,1628,FULFILLED,24000.0,5040.0,900.0,29940.0
5774,20250209,1,,209,1177,PAID,32400.0,6804.0,1500.0,40704.0
5775,20241122,1,,233,2188,FULFILLED,11400.0,2394.0,1200.0,14994.0
5776,20250718,2,1.0,398,1,FULFILLED,23760.0,4989.6,0.0,28749.6
5777,20241004,2,3.0,154,3,CREATED,23520.0,4939.2,0.0,28459.2
5778,20250403,1,,136,162,FULFILLED,40200.0,8442.0,0.0,48642.0
5779,20250810,2,4.0,149,4,FULFILLED,12000.0,2520.0,0.0,14520.0
5780,20240427,2,3.0,649,3,FULFILLED,12600.0,2646.0,0.0,15246.0
5781,20250918,1,,680,331,FULFILLED,21600.0,4536.0,900.0,27036.0
5782,20240701,1,,98,3024,PAID,15750.0,3307.5,1500.0,20557.5
5783,20241019,2,4.0,142,4,FULFILLED,27570.0,5789.7,0.0,33359.7
5784,20240601,2,1.0,864,1,CANCELLED,21600.0,4536.0,0.0,26136.0
5785,20250116,1,,953,1524,FULFILLED,12000.0,2520.0,1200.0,15720.0
5786,20240928,1,,1355,1471,FULFILLED,22800.0,4788.0,900.0,28488.0
5787,20240505,1,,610,23,PAID,11760.0,2469.6,1200.0,15429.6
5788,20250121,2,3.0,536,3,PAID,11400.0,2394.0,0.0,13794.0
5789,20250407,1,,361,1878,FULFILLED,24000.0,5040.0,1200.0,30240.0
5790,20240117,1,,1339,2200,FULFILLED,62400.0,13104.0,900.0,76404.0
5791,20250607,1,,765,380,FULFILLED,11760.0,2469.6,1200.0,15429.6
5792,20240810,2,2.0,612,2,REFUNDED,12348.0,2593.08,0.0,14941.08
5793,20250912,1,,1078,259,FULFILLED,12000.0,2520.0,900.0,15420.0
5794,20250401,1,,1469,2167,PAID,74025.0,15545.25,1200.0,90770.25
5795,20250602,2,2.0,849,2,FULFILLED,32400.0,6804.0,0.0,39204.0
5796,20250807,1,,222,1878,FULFILLED,44100.0,9261.0,1200.0,54561.0
5797,20240910,1,,972,2875,PAID,27000.0,5670.0,1200.0,33870.0
5798,20240125,1,,332,1595,FULFILLED,36096.0,7580.16,900.0,44576.16
5799,20240714,1,,1333,2713,FULFILLED,38475.0,8079.75,1200.0,47754.75
5800,20240809,1,,1209,877,PAID,32400.0,6804.0,1500.0,40704.0
5801,20240201,1,,254,2174,FULFILLED,37044.0,7779.24,1200.0,46023.24
5802,20250706,2,3.0,783,3,FULFILLED,21600.0,4536.0,0.0,26136.0
5803,20250820,2,1.0,203,1,FULFILLED,29400.0,6174.0,0.0,35574.0
5804,20240329,1,,570,2316,FULFILLED,90000.0,18900.0,900.0,109800.0
5805,20240527,1,,1317,3025,FULFILLED,14700.0,3087.0,900.0,18687.0
5806,20240903,2,1.0,664,1,FULFILLED,34200.0,7182.0,0.0,41382.0
5807,20250419,1,,849,1298,REFUNDED,10584.0,2222.64,900.0,13706.64
5808,20250520,1,,1032,2784,FULFILLED,23940.0,5027.4,900.0,29867.4
5809,20241105,1,,532,437,PAID,28500.0,5985.0,1200.0,35685.0
5810,20240812,1,,569,2813,FULFILLED,22800.0,4788.0,900.0,28488.0
5811,20240328,1,,685,2656,FULFILLED,31920.0,6703.2,900.0,39523.2
5812,20240219,1,,1136,2036,CANCELLED,44550.0,9355.5,900.0,54805.5
5813,20240607,1,,206,2750,FULFILLED,21600.0,4536.0,1500.0,27636.0
5814,20241110,1,,900,1512,REFUNDED,60360.0,12675.6,0.0,73035.6
5815,20250613,1,,1485,291,FULFILLED,58500.0,12285.0,1200.0,71985.0
5816,20250315,1,,1360,1047,FULFILLED,21600.0,4536.0,900.0,27036.0
5817,20250612,2,2.0,649,2,PAID,34200.0,7182.0,0.0,41382.0
5818,20250329,2,1.0,182,1,FULFILLED,25200.0,5292.0,0.0,30492.0
5819,20241202,1,,1282,1104,FULFILLED,19440.0,4082.4,900.0,24422.4
5820,20241127,1,,1280,1565,FULFILLED,36000.0,7560.0,1200.0,44760.0
5821,20250716,1,,444,1229,FULFILLED,26250.0,5512.5,1200.0,32962.5
5822,20240321,1,,467,2112,FULFILLED,24000.0,5040.0,1200.0,30240.0
5823,20241025,1,,1033,2381,FULFILLED,23148.0,4861.08,900.0,28909.08
5824,20240324,1,,502,1993,FULFILLED,24000.0,5040.0,1200.0,30240.0
5825,20250730,1,,1167,2243,FULFILLED,32400.0,6804.0,1200.0,40404.0
5826,20241117,2,2.0,818,2,FULFILLED,29400.0,6174.0,0.0,35574.0
5827,20250210,1,,468,764,FULFILLED,14250.0,2992.5,1200.0,18442.5
5828,20250415,1,,1151,195,PAID,44100.0,9261.0,1200.0,54561.0
5829,20250414,1,,418,908,PAID,36000.0,7560.0,900.0,44460.0
5830,20240308,2,3.0,661,3,CREATED,10260.0,2154.6,0.0,12414.6
5831,20240717,2,2.0,477,2,FULFILLED,49980.0,10495.8,0.0,60475.8
5832,20240409,1,,1236,1811,FULFILLED,24696.0,5186.16,900.0,30782.16
5833,20240312,1,,1257,712,FULFILLED,42552.0,8935.92,1200.0,52687.92
5834,20240911,1,,436,909,FULFILLED,25080.0,5266.8,1200.0,31546.8
5835,20240723,1,,1206,292,FULFILLED,13200.0,2772.0,0.0,15972.0
5836,20240325,1,,249,2464,FULFILLED,41925.0,8804.25,1200.0,51929.25
5837,20250915,1,,954,2885,FULFILLED,10800.0,2268.0,1200.0,14268.0
5838,20241114,2,3.0,391,3,FULFILLED,32400.0,6804.0,0.0,39204.0
5839,20250416,2,4.0,462,4,FULFILLED,32400.0,6804.0,0.0,39204.0
5840,20250223,2,3.0,279,3,FULFILLED,14250.0,2992.5,0.0,17242.5
5841,20250830,1,,1269,289,PAID,36000.0,7560.0,0.0,43560.0
5842,20250824,2,4.0,1240,4,FULFILLED,25650.0,5386.5,0.0,31036.5
5843,20240725,2,4.0,362,4,FULFILLED,35280.0,7408.8,0.0,42688.8
5844,20250522,2,4.0,1120,4,FULFILLED,14250.0,2992.5,0.0,17242.5
5845,20250202,1,,347,1627,PAID,44100.0,9261.0,900.0,54261.0
5846,20240717,1,,1222,869,PAID,56880.0,11944.8,1200.0,70024.8
5847,20240506,1,,379,327,PAID,10800.0,2268.0,0.0,13068.0
5848,20241030,2,3.0,1002,3,FULFILLED,66780.0,14023.8,0.0,80803.8
5849,20250401,2,4.0,1194,4,CANCELLED,44670.0,9380.7,0.0,54050.7
5850,20240416,2,3.0,302,3,FULFILLED,51435.0,10801.35,0.0,62236.35
5851,20250831,2,4.0,418,4,FULFILLED,62280.0,13078.8,0.0,75358.8
5852,20240819,1,,322,717,FULFILLED,33000.0,6930.0,900.0,40830.0
5853,20240425,2,2.0,590,2,FULFILLED,44100.0,9261.0,0.0,53361.0
5854,20250507,1,,1444,454,FULFILLED,23520.0,4939.2,900.0,29359.2
5855,20250919,1,,1135,1416,FULFILLED,72018.0,15123.78,1200.0,88341.78
5856,20250826,1,,1163,1163,FULFILLED,35280.0,7408.8,900.0,43588.8
5857,20250115,1,,591,1595,FULFILLED,49920.0,10483.2,900.0,61303.2
5858,20250111,1,,338,1118,FULFILLED,44100.0,9261.0,0.0,53361.0
5859,20240222,1,,911,2526,FULFILLED,24300.0,5103.0,1500.0,30903.0
5860,20250217,2,1.0,46,1,FULFILLED,35280.0,7408.8,0.0,42688.8
5861,20241020,2,2.0,1344,2,PAID,61800.0,12978.0,0.0,74778.0
5862,20250626,2,3.0,314,3,FULFILLED,14700.0,3087.0,0.0,17787.0
5863,20240731,1,,932,1107,CANCELLED,58800.0,12348.0,1200.0,72348.0
5864,20240929,1,,1358,2659,FULFILLED,10800.0,2268.0,900.0,13968.0
5865,20240418,2,2.0,1162,2,FULFILLED,44100.0,9261.0,0.0,53361.0
5866,20250107,2,2.0,1053,2,FULFILLED,80505.0,16906.05,0.0,97411.05
5867,20240829,2,4.0,945,4,CANCELLED,32400.0,6804.0,0.0,39204.0
5868,20250212,1,,697,2603,CANCELLED,26460.0,5556.6,1200.0,33216.6
5869,20240907,2,1.0,1101,1,FULFILLED,11400.0,2394.0,0.0,13794.0
5870,20241007,2,2.0,1406,2,FULFILLED,31752.0,6667.92,0.0,38419.92
5871,20250106,2,4.0,688,4,FULFILLED,11400.0,2394.0,0.0,13794.0
5872,20250414,2,2.0,1269,2,CREATED,36450.0,7654.5,0.0,44104.5
5873,20240719,1,,279,990,PAID,11760.0,2469.6,900.0,15129.6
5874,20240606,1,,185,2485,PAID,11400.0,2394.0,1200.0,14994.0
5875,20250605,1,,1492,661,FULFILLED,76380.0,16039.8,1200.0,93619.8
5876,20250212,1,,277,3157,PAID,43950.0,9229.5,1200.0,54379.5
5877,20250701,2,1.0,1234,1,FULFILLED,36000.0,7560.0,0.0,43560.0
5878,20240317,1,,858,2492,FULFILLED,27000.0,5670.0,1200.0,33870.0
5879,20240915,2,3.0,315,3,FULFILLED,32940.0,6917.4,0.0,39857.4
5880,20250706,2,1.0,1151,1,FULFILLED,23520.0,4939.2,0.0,28459.2
5881,20241118,1,,994,694,FULFILLED,48420.0,10168.2,900.0,59488.2
5882,20240625,2,3.0,9,3,FULFILLED,71400.0,14994.0,0.0,86394.0
5883,20240924,2,2.0,1247,2,FULFILLED,29925.0,6284.25,0.0,36209.25
5884,20240921,1,,879,754,FULFILLED,58500.0,12285.0,1200.0,71985.0
5885,20240409,1,,113,2324,FULFILLED,36000.0,7560.0,900.0,44460.0
5886,20240118,1,,1413,2804,CANCELLED,13500.0,2835.0,1200.0,17535.0
5887,20240621,2,1.0,941,1,PAID,22200.0,4662.0,0.0,26862.0
5888,20240712,1,,1467,301,FULFILLED,21600.0,4536.0,1200.0,27336.0
5889,20250706,1,,1188,2620,PAID,15000.0,3150.0,1200.0,19350.0
5890,20250803,1,,1115,3072,FULFILLED,58500.0,12285.0,1200.0,71985.0
5891,20240521,2,4.0,1336,4,FULFILLED,23520.0,4939.2,0.0,28459.2
5892,20240118,1,,1363,313,FULFILLED,15675.0,3291.75,0.0,18966.75
5893,20240528,2,3.0,785,3,REFUNDED,39600.0,8316.0,0.0,47916.0
5894,20250223,2,1.0,1103,1,REFUNDED,12000.0,2520.0,0.0,14520.0
5895,20250725,1,,517,2045,CREATED,24000.0,5040.0,0.0,29040.0
5896,20240808,1,,519,1503,FULFILLED,25650.0,5386.5,0.0,31036.5
5897,20240317,1,,1319,923,FULFILLED,21600.0,4536.0,900.0,27036.0
5898,20240716,2,1.0,182,1,FULFILLED,87525.0,18380.25,0.0,105905.25
5899,20240731,2,1.0,316,1,REFUNDED,44887.5,9426.38,0.0,54313.88
5900,20250228,1,,990,294,FULFILLED,40500.0,8505.0,1200.0,50205.0
5901,20241029,1,,500,2393,FULFILLED,40500.0,8505.0,900.0,49905.0
5902,20241021,1,,353,1944,FULFILLED,34950.0,7339.5,1500.0,43789.5
5903,20240918,1,,980,3112,PAID,55440.0,11642.4,900.0,67982.4
5904,20250607,1,,1137,332,FULFILLED,28500.0,5985.0,900.0,35385.0
5905,20240410,1,,1122,1994,FULFILLED,49440.0,10382.4,900.0,60722.4
5906,20240517,1,,588,1225,FULFILLED,11400.0,2394.0,1500.0,15294.0
5907,20250108,2,3.0,1144,3,FULFILLED,34200.0,7182.0,0.0,41382.0
5908,20240610,1,,1413,211,FULFILLED,61110.0,12833.1,1500.0,75443.1
5909,20240513,2,4.0,1115,4,CANCELLED,22800.0,4788.0,0.0,27588.0
5910,20250511,1,,142,387,FULFILLED,15750.0,3307.5,900.0,19957.5
5911,20240314,2,4.0,969,4,CANCELLED,25200.0,5292.0,0.0,30492.0
5912,20250615,2,2.0,1042,2,FULFILLED,45864.0,9631.44,0.0,55495.44
5913,20241223,2,4.0,728,4,FULFILLED,25800.0,5418.0,0.0,31218.0
5914,20240809,2,4.0,1117,4,CREATED,27000.0,5670.0,0.0,32670.0
5915,20241214,1,,484,1865,FULFILLED,30870.0,6482.7,900.0,38252.7
5916,20250427,1,,1339,2916,PAID,14962.5,3142.12,900.0,19004.62
5917,20250529,1,,1474,1787,FULFILLED,39900.0,8379.0,0.0,48279.0
5918,20241023,1,,1161,459,PAID,57000.0,11970.0,900.0,69870.0
5919,20240223,2,4.0,1149,4,FULFILLED,44100.0,9261.0,0.0,53361.0
5920,20240723,1,,477,1212,PAID,29400.0,6174.0,1500.0,37074.0
5921,20250907,1,,951,2146,REFUNDED,12000.0,2520.0,1200.0,15720.0
5922,20250529,1,,508,1426,FULFILLED,62820.0,13192.2,1200.0,77212.2
5923,20250903,1,,689,2393,FULFILLED,41100.0,8631.0,1500.0,51231.0
5924,20241001,2,4.0,289,4,FULFILLED,38475.0,8079.75,0.0,46554.75
5925,20250819,2,3.0,1229,3,CREATED,14250.0,2992.5,0.0,17242.5
5926,20250115,1,,1061,872,FULFILLED,12600.0,2646.0,900.0,16146.0
5927,20240905,2,1.0,1051,1,FULFILLED,9720.0,2041.2,0.0,11761.2
5928,20250805,2,3.0,35,3,FULFILLED,29400.0,6174.0,0.0,35574.0
5929,20241212,2,4.0,3,4,FULFILLED,43050.0,9040.5,0.0,52090.5
5930,20250422,1,,1186,2920,CANCELLED,28500.0,5985.0,1200.0,35685.0
5931,20250413,2,1.0,1232,1,FULFILLED,53520.0,11239.2,0.0,64759.2
5932,20240501,1,,1076,43,FULFILLED,14700.0,3087.0,1500.0,19287.0
5933,20250519,2,2.0,111,2,FULFILLED,36300.0,7623.0,0.0,43923.0
5934,20250125,2,1.0,1149,1,FULFILLED,66420.0,13948.2,0.0,80368.2
5935,20250527,2,2.0,1392,2,FULFILLED,21168.0,4445.28,0.0,25613.28
5936,20250826,2,3.0,611,3,FULFILLED,21600.0,4536.0,0.0,26136.0
5937,20241014,1,,1313,2042,PAID,48300.0,10143.0,1200.0,59643.0
5938,20250415,1,,944,222,CANCELLED,12000.0,2520.0,1200.0,15720.0
5939,20250329,1,,1362,6,PAID,12000.0,2520.0,900.0,15420.0
5940,20250216,2,1.0,1225,1,FULFILLED,72000.0,15120.0,0.0,87120.0
5941,20241013,1,,1406,628,FULFILLED,32400.0,6804.0,900.0,40104.0
5942,20241123,1,,220,155,FULFILLED,30000.0,6300.0,1500.0,37800.0
5943,20250923,1,,1160,871,FULFILLED,28500.0,5985.0,0.0,34485.0
5944,20240918,2,3.0,745,3,FULFILLED,43350.0,9103.5,0.0,52453.5
5945,20240224,1,,928,1430,FULFILLED,25200.0,5292.0,1200.0,31692.0
5946,20240202,1,,1377,3059,FULFILLED,55350.0,11623.5,0.0,66973.5
5947,20240218,1,,1475,2275,FULFILLED,25650.0,5386.5,0.0,31036.5
5948,20250413,2,3.0,138,3,FULFILLED,24696.0,5186.16,0.0,29882.16
5949,20241006,1,,697,2245,FULFILLED,14700.0,3087.0,1200.0,18987.0
5950,20250827,1,,1393,2281,FULFILLED,27000.0,5670.0,1500.0,34170.0
5951,20241215,1,,1000,2066,FULFILLED,25173.0,5286.33,1500.0,31959.33
5952,20250330,1,,206,1594,CANCELLED,29700.0,6237.0,1500.0,37437.0
5953,20250709,1,,722,1333,FULFILLED,22800.0,4788.0,900.0,28488.0
5954,20250126,1,,1447,1578,FULFILLED,13500.0,2835.0,1500.0,17835.0
5955,20250403,2,4.0,1466,4,FULFILLED,23520.0,4939.2,0.0,28459.2
5956,20240125,1,,189,941,FULFILLED,10584.0,2222.64,1200.0,14006.64
5957,20240807,1,,148,230,FULFILLED,36450.0,7654.5,900.0,45004.5
5958,20250801,1,,1258,1000,CANCELLED,59520.0,12499.2,900.0,72919.2
5959,20240805,1,,596,173,FULFILLED,21168.0,4445.28,0.0,25613.28
5960,20250425,2,3.0,546,3,CANCELLED,62100.0,13041.0,0.0,75141.0
5961,20250125,2,2.0,100,2,FULFILLED,29400.0,6174.0,0.0,35574.0
5962,20250906,1,,1473,1247,FULFILLED,36000.0,7560.0,1500.0,45060.0
5963,20240129,2,1.0,913,1,FULFILLED,67410.0,14156.1,0.0,81566.1
5964,20240914,1,,43,1564,PAID,50610.0,10628.1,1200.0,62438.1
5965,20240118,2,4.0,882,4,FULFILLED,20520.0,4309.2,0.0,24829.2
5966,20241204,1,,979,995,PAID,57150.0,12001.5,1200.0,70351.5
5967,20250527,1,,281,2112,FULFILLED,24000.0,5040.0,1200.0,30240.0
5968,20250812,1,,32,2037,FULFILLED,57240.0,12020.4,0.0,69260.4
5969,20250318,2,1.0,1427,1,FULFILLED,24000.0,5040.0,0.0,29040.0
5970,20250920,2,3.0,112,3,FULFILLED,12000.0,2520.0,0.0,14520.0
5971,20250805,1,,187,687,FULFILLED,32400.0,6804.0,1500.0,40704.0
5972,20250604,1,,757,3102,FULFILLED,32400.0,6804.0,900.0,40104.0
5973,20240715,1,,849,2983,FULFILLED,21600.0,4536.0,900.0,27036.0
5974,20241204,1,,902,1715,FULFILLED,15000.0,3150.0,900.0,19050.0
5975,20240823,2,1.0,38,1,FULFILLED,9720.0,2041.2,0.0,11761.2
5976,20241023,1,,1129,1954,FULFILLED,23520.0,4939.2,900.0,29359.2
5977,20250605,1,,561,2924,PAID,47250.0,9922.5,0.0,57172.5
5978,20241219,1,,141,2712,PAID,35280.0,7408.8,1500.0,44188.8
5979,20250422,1,,1236,922,PAID,48720.0,10231.2,0.0,58951.2
5980,20240506,1,,276,3041,FULFILLED,27000.0,5670.0,1200.0,33870.0
5981,20241024,2,2.0,375,2,PAID,29160.0,6123.6,0.0,35283.6
5982,20250601,2,3.0,370,3,FULFILLED,20520.0,4309.2,0.0,24829.2
5983,20240206,2,1.0,1304,1,FULFILLED,14700.0,3087.0,0.0,17787.0
5984,20241212,1,,926,3170,PAID,34200.0,7182.0,1500.0,42882.0
5985,20250512,2,2.0,468,2,PAID,39690.0,8334.9,0.0,48024.9
5986,20250222,2,2.0,562,2,REFUNDED,10260.0,2154.6,0.0,12414.6
5987,20240218,1,,986,1234,FULFILLED,49530.0,10401.3,1200.0,61131.3
5988,20250614,2,2.0,1343,2,FULFILLED,92790.0,19485.9,0.0,112275.9
5989,20250702,1,,983,3108,CANCELLED,52470.0,11018.7,900.0,64388.7
5990,20250302,2,2.0,1133,2,FULFILLED,11340.0,2381.4,0.0,13721.4
5991,20240811,2,3.0,716,3,FULFILLED,14250.0,2992.5,0.0,17242.5
5992,20250207,1,,333,2377,FULFILLED,30870.0,6482.7,1500.0,38852.7
5993,20250131,1,,1297,765,FULFILLED,16170.0,3395.7,0.0,19565.7
5994,20250801,1,,1344,841,CANCELLED,32400.0,6804.0,900.0,40104.0
5995,20240921,2,3.0,1099,3,FULFILLED,10800.0,2268.0,0.0,13068.0
5996,20250925,1,,49,1358,FULFILLED,28500.0,5985.0,1500.0,35985.0
5997,20240212,2,3.0,444,3,FULFILLED,70500.0,14805.0,0.0,85305.0
5998,20250424,1,,1215,2862,CANCELLED,23520.0,4939.2,1500.0,29959.2
5999,20240509,2,2.0,610,2,FULFILLED,101700.0,21357.0,0.0,123057.0
6000,20241229,1,,93,1344,FULFILLED,44887.5,9426.38,900.0,55213.88
6001,20240126,2,3.0,1318,3,PAID,86730.0,18213.3,0.0,104943.3
6002,20250411,2,3.0,167,3,REFUNDED,12000.0,2520.0,0.0,14520.0
6003,20240719,1,,789,778,FULFILLED,36000.0,7560.0,1200.0,44760.0
6004,20240930,1,,1290,1671,FULFILLED,19440.0,4082.4,900.0,24422.4
6005,20240726,2,4.0,1340,4,FULFILLED,10260.0,2154.6,0.0,12414.6
6006,20240204,1,,327,1783,PAID,23520.0,4939.2,0.0,28459.2
6007,20240302,1,,1131,645,PAID,63420.0,13318.2,1200.0,77938.2
6008,20250304,1,,295,2770,FULFILLED,45168.0,9485.28,900.0,55553.28
6009,20241210,1,,580,2758,FULFILLED,25260.0,5304.6,900.0,31464.6
6010,20250322,1,,364,2716,FULFILLED,28350.0,5953.5,900.0,35203.5
6011,20241227,1,,353,2371,FULFILLED,36000.0,7560.0,0.0,43560.0
6012,20240609,2,1.0,966,1,FULFILLED,25500.0,5355.0,0.0,30855.0
6013,20240520,1,,220,1899,CANCELLED,35280.0,7408.8,900.0,43588.8
6014,20241113,1,,534,838,FULFILLED,75480.0,15850.8,1200.0,92530.8
6015,20241026,2,4.0,1488,4,FULFILLED,22800.0,4788.0,0.0,27588.0
6016,20240727,1,,10,1835,FULFILLED,50220.0,10546.2,0.0,60766.2
6017,20250601,1,,269,1374,FULFILLED,21600.0,4536.0,1200.0,27336.0
6018,20241211,1,,724,1955,FULFILLED,45000.0,9450.0,900.0,55350.0
6019,20250407,1,,37,957,FULFILLED,47820.0,10042.2,900.0,58762.2
6020,20240306,2,3.0,459,3,FULFILLED,21168.0,4445.28,0.0,25613.28
6021,20250416,1,,1411,2470,CANCELLED,15000.0,3150.0,1200.0,19350.0
6022,20250826,2,4.0,382,4,FULFILLED,29700.0,6237.0,0.0,35937.0
6023,20240813,1,,1096,1071,FULFILLED,9720.0,2041.2,900.0,12661.2
6024,20250131,1,,894,2015,FULFILLED,34200.0,7182.0,0.0,41382.0
6025,20250319,2,2.0,1403,2,FULFILLED,34020.0,7144.2,0.0,41164.2
6026,20250609,1,,647,1355,FULFILLED,28500.0,5985.0,1200.0,35685.0
6027,20240816,2,4.0,65,4,FULFILLED,13230.0,2778.3,0.0,16008.3
6028,20250619,1,,259,2426,CANCELLED,11970.0,2513.7,0.0,14483.7
6029,20250301,1,,210,2850,FULFILLED,67680.0,14212.8,1200.0,83092.8
6030,20240611,1,,584,2662,FULFILLED,10800.0,2268.0,1200.0,14268.0
6031,20241122,1,,876,2123,FULFILLED,16500.0,3465.0,900.0,20865.0
6032,20250106,1,,221,1823,FULFILLED,48435.0,10171.35,1200.0,59806.35
6033,20250414,1,,669,2441,CANCELLED,56430.0,11850.3,1500.0,69780.3
6034,20241106,1,,858,2450,FULFILLED,20520.0,4309.2,900.0,25729.2
6035,20250308,1,,1179,2912,FULFILLED,24000.0,5040.0,900.0,29940.0
6036,20240525,1,,970,2733,FULFILLED,29925.0,6284.25,1200.0,37409.25
6037,20250924,2,3.0,982,3,CANCELLED,66600.0,13986.0,0.0,80586.0
6038,20250903,2,2.0,1090,2,FULFILLED,30000.0,6300.0,0.0,36300.0
6039,20250210,1,,939,1530,FULFILLED,35280.0,7408.8,1200.0,43888.8
6040,20240127,1,,1276,2283,FULFILLED,21600.0,4536.0,1200.0,27336.0
6041,20240406,1,,533,7,FULFILLED,40500.0,8505.0,1200.0,50205.0
6042,20250512,2,1.0,583,1,CANCELLED,35910.0,7541.1,0.0,43451.1
6043,20250726,2,4.0,987,4,FULFILLED,64020.0,13444.2,0.0,77464.2
6044,20241028,2,3.0,1073,3,FULFILLED,11340.0,2381.4,0.0,13721.4
6045,20240115,1,,125,2242,FULFILLED,52470.0,11018.7,1500.0,64988.7
6046,20250515,2,1.0,86,1,FULFILLED,67905.0,14260.05,0.0,82165.05
6047,20240812,2,3.0,574,3,FULFILLED,36000.0,7560.0,0.0,43560.0
6048,20240331,1,,31,1976,FULFILLED,44100.0,9261.0,900.0,54261.0
6049,20241209,2,1.0,109,1,FULFILLED,62100.0,13041.0,0.0,75141.0
6050,20240808,2,3.0,1171,3,PAID,11760.0,2469.6,0.0,14229.6
6051,20240402,1,,942,1992,FULFILLED,10800.0,2268.0,1200.0,14268.0
6052,20240218,1,,1318,2212,FULFILLED,53160.0,11163.6,1200.0,65523.6
6053,20250101,2,1.0,1024,1,CREATED,85500.0,17955.0,0.0,103455.0
6054,20250827,2,2.0,27,2,FULFILLED,21600.0,4536.0,0.0,26136.0
6055,20250818,1,,347,547,FULFILLED,29925.0,6284.25,900.0,37109.25
6056,20250919,1,,1161,2849,PAID,40200.0,8442.0,900.0,49542.0
