shipment_sk,shipped_date_id,shipped_at_time,delivered_date_id,delivered_at_time,customer_sk,channel_sk,store_sk,location_sk,carrier,tracking_number
4970,20250330,18:48:45,20250331,18:48:45,47,2,3.0,3,PICKUP,
4971,20250729,17:54:01,20250802,17:54:01,590,1,,2702,Correo Argentino,TRK-2RW4SFMV6G
4972,20241023,05:38:57,20241028,05:38:57,28,1,,3141,Correo Argentino,TRK-CD1KPBWANY
4973,20250507,05:07:39,20250508,05:07:39,695,2,1.0,1,PICKUP,
4974,20250301,10:32:08,20250306,10:32:08,1013,1,,828,Correo Argentino,TRK-AD1DIS5PFI
4975,20250728,13:22:04,20250729,13:22:04,159,2,2.0,2,PICKUP,
4976,20250404,10:21:44,20250408,10:21:44,589,1,,2995,Correo Argentino,TRK-55942HN6KK
4977,20250923,01:25:49,20250925,01:25:49,833,1,,196,Correo Argentino,TRK-6SM54DDRPL
4978,20240920,23:58:48,20240925,23:58:48,211,1,,332,Correo Argentino,TRK-7I5JUU3CWA
4979,20241021,02:51:59,20241022,02:51:59,208,2,3.0,3,PICKUP,
4980,20250523,14:40:37,20250524,14:40:37,1025,2,4.0,4,PICKUP,
4981,20240215,08:35:38,20240219,08:35:38,928,1,,3020,Correo Argentino,TRK-AVLVX00IEF
4982,20250323,12:40:40,20250327,12:40:40,852,1,,2052,Correo Argentino,TRK-KS9U0GB4S8
4983,20240215,20:17:30,20240216,20:17:30,687,2,1.0,1,PICKUP,
4984,20250730,06:02:40,20250731,06:02:40,638,2,4.0,4,PICKUP,
4985,20241202,15:20:01,20241206,15:20:01,1094,1,,2803,Correo Argentino,TRK-OO5J2F04V0
4986,20240527,22:43:25,20240531,22:43:25,68,1,,1406,Correo Argentino,TRK-ZR5IEC3AC7
4987,20240717,12:02:45,20240719,12:02:45,1269,1,,801,Correo Argentino,TRK-8W8630V6A1
4988,20240215,23:18:15,20240219,23:18:15,142,1,,896,Correo Argentino,TRK-YXKQTTC3B2
4989,20241108,10:15:22,20241111,10:15:22,1205,1,,2434,Correo Argentino,TRK-YBO7CFJ9YL
4990,,,,,460,1,,2169,Correo Argentino,
4991,20250418,11:57:07,20250419,11:57:07,859,2,3.0,3,PICKUP,
4992,20240601,23:57:29,20240602,23:57:29,1144,2,2.0,2,PICKUP,
4993,20240730,22:07:51,20240731,22:07:51,145,2,1.0,1,PICKUP,
4994,20240423,15:19:24,20240424,15:19:24,1204,2,4.0,4,PICKUP,
4995,20250518,02:15:34,20250522,02:15:34,896,1,,618,Correo Argentino,TRK-NJ3VQB6U0W
4996,20241018,22:36:07,20241020,22:36:07,1144,1,,193,Correo Argentino,TRK-CNHLTHT2ZM
4997,20250704,14:20:09,20250705,14:20:09,1007,2,4.0,4,PICKUP,
4998,20250610,00:44:31,20250613,00:44:31,964,1,,574,Correo Argentino,TRK-T0Q41DPYPS
4999,20240512,02:00:27,20240514,02:00:27,496,1,,27,Correo Argentino,TRK-D5GXWDIKJX
5000,20241023,22:51:14,20241024,22:51:14,483,2,4.0,4,PICKUP,
5001,20240728,01:29:20,20240801,01:29:20,418,1,,2347,Correo Argentino,TRK-2KYCG3Y51N
5002,20250718,10:40:20,20250720,10:40:20,18,1,,2621,Correo Argentino,TRK-K5S5TDRIRP
5003,20240305,03:50:06,20240307,03:50:06,1104,1,,271,Correo Argentino,TRK-L7J14LKFPL
5004,20250205,19:23:58,20250209,19:23:58,706,1,,1452,Correo Argentino,TRK-U99PB5X9BX
5005,20250722,15:16:57,20250724,15:16:57,460,1,,692,Correo Argentino,TRK-QEWCHV9HVC
5006,20240112,06:27:27,20240117,06:27:27,1424,1,,2509,Correo Argentino,TRK-FUWG6XAV4J
5007,20240314,04:18:13,20240317,04:18:13,519,1,,313,Correo Argentino,TRK-8UN6WU89TM
5008,20250117,19:18:57,20250118,19:18:57,57,2,3.0,3,PICKUP,
5009,20240725,00:19:15,20240730,00:19:15,1013,1,,1957,Correo Argentino,TRK-Y668DEAW4S
5010,20250208,18:27:40,20250212,18:27:40,497,1,,341,Correo Argentino,TRK-5GUJFBMGMM
5011,20241230,05:12:24,20250104,05:12:24,724,1,,754,Correo Argentino,TRK-TPVZT099J4
5012,20240505,10:20:24,20240506,10:20:24,1211,2,4.0,4,PICKUP,
5013,20240926,08:15:54,20240930,08:15:54,978,1,,3171,Correo Argentino,TRK-HRY61JGJ9I
5014,20240916,05:22:46,20240917,05:22:46,67,2,4.0,4,PICKUP,
5015,20250209,14:54:26,20250210,14:54:26,694,2,4.0,4,PICKUP,
5016,20241222,14:33:17,20241226,14:33:17,4,1,,2115,Correo Argentino,TRK-NTYF4XUEI6
5017,20250211,11:21:20,20250215,11:21:20,434,1,,2109,Correo Argentino,TRK-NRMSQWV90X
5018,20250205,09:26:25,20250208,09:26:25,385,1,,2009,Correo Argentino,TRK-JRFCYZEDLG
5019,20240926,05:42:25,20240927,05:42:25,539,2,1.0,1,PICKUP,
5020,,,,,306,1,,1234,Correo Argentino,
5021,20241222,21:06:14,20241224,21:06:14,441,1,,2238,Correo Argentino,TRK-JQ03G4GLWN
5022,20241225,20:45:06,20241230,20:45:06,1090,1,,806,Correo Argentino,TRK-8XWZTATR74
5023,20250407,08:44:35,20250409,08:44:35,1405,1,,167,Correo Argentino,TRK-RFTVN3OM84
5024,20240202,08:32:02,20240205,08:32:02,712,1,,397,Correo Argentino,TRK-FUEACODYND
5025,,,,,66,1,,3182,Correo Argentino,
5026,20241019,04:13:53,20241020,04:13:53,788,2,2.0,2,PICKUP,
5027,20240611,22:56:43,20240612,22:56:43,355,2,3.0,3,PICKUP,
5028,20250910,21:08:32,20250913,21:08:32,913,1,,64,Correo Argentino,TRK-QI0XEJ016K
5029,20250315,09:57:50,20250321,09:57:50,902,1,,240,Correo Argentino,TRK-ZW489N2IAK
5030,20240725,19:59:08,20240726,19:59:08,1123,2,2.0,2,PICKUP,
5031,,,,,776,2,1.0,1,PICKUP,
5032,20240624,06:09:00,20240627,06:09:00,811,1,,1324,Correo Argentino,TRK-CQ9PN6T9EF
5033,20250831,15:02:32,20250905,15:02:32,1342,1,,2602,Correo Argentino,TRK-PT5DUBDON4
5034,20240813,13:39:39,20240817,13:39:39,544,1,,468,Correo Argentino,TRK-SITNCUE1UW
5035,20250612,21:54:45,20250619,21:54:45,277,1,,965,Correo Argentino,TRK-ZR9HFK78W9
5036,20241123,10:33:10,20241124,10:33:10,922,2,3.0,3,PICKUP,
5037,20250124,16:29:08,20250128,16:29:08,1327,1,,3097,Correo Argentino,TRK-X9RUJ2D5IE
5038,20240109,22:57:49,20240110,22:57:49,147,2,4.0,4,PICKUP,
5039,20241018,23:45:05,20241019,23:45:05,761,2,2.0,2,PICKUP,
5040,20250417,01:14:12,20250419,01:14:12,1368,1,,2882,Correo Argentino,TRK-2W8CX1HG9F
5041,20240820,23:16:06,20240823,23:16:06,661,1,,1672,Correo Argentino,TRK-4OSCR9A0DM
5042,20250808,03:55:32,20250809,03:55:32,1348,2,3.0,3,PICKUP,
5043,20240423,02:32:57,20240425,02:32:57,241,1,,1893,Correo Argentino,TRK-75Q0N3DE1H
5044,20240306,16:36:11,20240311,16:36:11,273,1,,1362,Correo Argentino,TRK-PS86X5NGFZ
5045,20240906,03:42:34,20240907,03:42:34,156,2,2.0,2,PICKUP,
5046,20240613,10:55:12,20240617,10:55:12,1492,1,,1609,Correo Argentino,TRK-HLCCEGZ2YH
5047,20240716,19:48:20,20240717,19:48:20,1123,2,1.0,1,PICKUP,
5048,20241223,13:36:38,20241224,13:36:38,773,2,3.0,3,PICKUP,
5049,,,,,79,2,3.0,3,PICKUP,
5050,20240629,22:08:42,20240701,22:08:42,262,1,,1945,Correo Argentino,TRK-D9A7ER13Y5
5051,20241211,00:37:19,20241212,00:37:19,1040,2,2.0,2,PICKUP,
5052,20250920,09:19:34,20250921,09:19:34,1250,2,3.0,3,PICKUP,
5053,20250617,03:04:12,20250620,03:04:12,717,1,,3157,Correo Argentino,TRK-143ZT0ISAU
5054,20240922,15:59:31,20240924,15:59:31,173,1,,2965,Correo Argentino,TRK-M1XYDHQUGU
5055,20250126,03:53:51,20250130,03:53:51,1011,1,,1774,Correo Argentino,TRK-YTSL2K003H
5056,20250414,03:47:45,20250417,03:47:45,276,1,,991,Correo Argentino,TRK-IIO6I6OQP2
5057,20240306,18:24:53,20240309,18:24:53,803,1,,1438,Correo Argentino,TRK-EFYELUB58Q
5058,20241011,07:48:06,20241012,07:48:06,177,2,4.0,4,PICKUP,
5059,20240428,02:34:17,20240502,02:34:17,1042,1,,2264,Correo Argentino,TRK-W0SA3E1U9Q
5060,20250802,03:29:16,20250807,03:29:16,809,1,,1667,Correo Argentino,TRK-B29LS9B6WJ
5061,,,,,257,2,3.0,3,PICKUP,
5062,20240218,09:14:13,20240219,09:14:13,649,2,2.0,2,PICKUP,
5063,20250410,06:22:32,20250411,06:22:32,964,2,3.0,3,PICKUP,
5064,20240616,12:58:49,20240617,12:58:49,1349,2,2.0,2,PICKUP,
5065,20250501,13:33:50,20250504,13:33:50,1418,1,,309,Correo Argentino,TRK-9HUC7T8ONK
5066,20250304,15:36:11,20250305,15:36:11,1396,2,3.0,3,PICKUP,
5067,20250703,19:34:47,20250704,19:34:47,152,2,3.0,3,PICKUP,
5068,,,,,577,2,1.0,1,PICKUP,
5069,20250309,00:03:13,20250314,00:03:13,112,1,,1934,Correo Argentino,TRK-DGQ811OHJU
5070,20250607,05:38:29,20250609,05:38:29,1216,1,,243,Correo Argentino,TRK-GC132NIONX
5071,,,,,473,2,2.0,2,PICKUP,
5072,20250511,03:38:01,20250515,03:38:01,343,1,,2027,Correo Argentino,TRK-LEPCLPI3F1
5073,20250819,07:28:45,20250826,07:28:45,821,1,,2262,Correo Argentino,TRK-U77T70VZKU
5074,20240610,21:37:25,20240615,21:37:25,108,1,,1692,Correo Argentino,TRK-YWM6OZS9MK
5075,,,,,687,1,,767,Correo Argentino,
5076,20250827,14:07:48,20250831,14:07:48,520,1,,122,Correo Argentino,TRK-6VN0IVVBHK
5077,20241126,07:14:02,20241127,07:14:02,1426,2,2.0,2,PICKUP,
5078,20240318,17:39:35,20240320,17:39:35,1008,1,,862,Correo Argentino,TRK-17AIH2E9XE
5079,20240615,16:41:26,20240616,16:41:26,1449,2,1.0,1,PICKUP,
5080,20250421,04:23:27,20250423,04:23:27,109,1,,915,Correo Argentino,TRK-HOEAB7SOPM
5081,,,,,23,1,,204,Correo Argentino,
5082,20240722,21:47:30,20240726,21:47:30,820,1,,2864,Correo Argentino,TRK-DQ5H662ZNR
5083,20240829,23:56:52,20240903,23:56:52,824,1,,2165,Correo Argentino,TRK-AGTXJMXKLS
5084,20240527,07:30:14,20240528,07:30:14,641,2,1.0,1,PICKUP,
5085,20250521,19:45:58,20250524,19:45:58,1206,1,,1357,Correo Argentino,TRK-G5GS7W32RJ
5086,20240206,13:15:44,20240207,13:15:44,446,2,2.0,2,PICKUP,
5087,20240512,21:23:04,20240513,21:23:04,497,2,2.0,2,PICKUP,
5088,20240125,19:32:44,20240126,19:32:44,882,2,3.0,3,PICKUP,
5089,20240214,21:29:46,20240217,21:29:46,1477,1,,1890,Correo Argentino,TRK-73SYT7AK3J
5090,20250217,09:11:33,20250218,09:11:33,1129,2,1.0,1,PICKUP,
5091,20240218,14:25:14,20240219,14:25:14,144,2,1.0,1,PICKUP,
5092,20250220,13:59:11,20250221,13:59:11,6,2,2.0,2,PICKUP,
5093,20250203,21:03:51,20250204,21:03:51,107,2,1.0,1,PICKUP,
5094,20250923,05:13:33,20250927,05:13:33,1033,1,,44,Correo Argentino,TRK-DVSF6E7M0I
5095,20250817,14:26:57,20250821,14:26:57,297,1,,2112,Correo Argentino,TRK-ORAYWAE9XV
5096,20250630,22:19:23,20250703,22:19:23,529,1,,337,Correo Argentino,TRK-G7R1XC53E3
5097,20241127,22:55:19,20241128,22:55:19,1371,2,3.0,3,PICKUP,
5098,20240207,06:01:29,20240208,06:01:29,219,2,2.0,2,PICKUP,
5099,20250711,21:12:23,20250718,21:12:23,405,1,,2248,Correo Argentino,TRK-CSA6UPCK4B
5100,20250120,23:42:12,20250124,23:42:12,954,1,,1117,Correo Argentino,TRK-B8DEY6F49C
5101,20241108,10:41:54,20241112,10:41:54,963,1,,2851,Correo Argentino,TRK-0XJ6IUGOVJ
5102,20250515,04:48:52,20250519,04:48:52,1171,1,,1957,Correo Argentino,TRK-Q9SLA2YWPN
5103,20240501,09:40:16,20240502,09:40:16,413,2,3.0,3,PICKUP,
5104,20250111,09:01:45,20250112,09:01:45,1137,2,1.0,1,PICKUP,
5105,20250825,04:31:18,20250826,04:31:18,884,2,4.0,4,PICKUP,
5106,20240928,07:14:04,20240929,07:14:04,1285,2,1.0,1,PICKUP,
5107,20250704,16:20:51,20250705,16:20:51,983,2,2.0,2,PICKUP,
5108,20240109,07:24:39,20240110,07:24:39,247,2,4.0,4,PICKUP,
5109,20250420,01:09:50,20250421,01:09:50,1081,2,4.0,4,PICKUP,
5110,20241016,14:00:18,20241018,14:00:18,253,1,,1920,Correo Argentino,TRK-0LU2NDC2HZ
5111,20241107,07:25:06,20241110,07:25:06,1473,1,,1962,Correo Argentino,TRK-VJ077QRKSV
5112,20240421,03:38:36,20240426,03:38:36,329,1,,2750,Correo Argentino,TRK-QZXDX0J3X9
5113,20250217,22:20:15,20250219,22:20:15,671,1,,2549,Correo Argentino,TRK-YSM05U53I5
5114,20240905,10:17:06,20240908,10:17:06,282,1,,1362,Correo Argentino,TRK-KMWBVAZ035
5115,20241003,19:30:06,20241004,19:30:06,583,2,3.0,3,PICKUP,
5116,20240415,20:47:46,20240416,20:47:46,1052,2,3.0,3,PICKUP,
5117,20250313,01:51:11,20250316,01:51:11,552,1,,2366,Correo Argentino,TRK-LE7ABL5EBE
5118,20241217,08:36:36,20241218,08:36:36,503,2,4.0,4,PICKUP,
5119,20250105,08:34:53,20250106,08:34:53,46,2,4.0,4,PICKUP,
5120,20240103,11:33:52,20240106,11:33:52,594,1,,793,Correo Argentino,TRK-ZTVN5UGOG4
5121,20240105,19:04:29,20240109,19:04:29,719,1,,2383,Correo Argentino,TRK-HG7GTTO19Q
5122,,,,,1084,1,,2813,Correo Argentino,
5123,20250203,18:47:25,20250204,18:47:25,12,2,4.0,4,PICKUP,
5124,20250622,19:58:30,20250623,19:58:30,1479,2,4.0,4,PICKUP,
5125,20250513,19:10:36,20250518,19:10:36,122,1,,3126,Correo Argentino,TRK-IDMJ0S7XE1
5126,20250809,11:32:08,20250812,11:32:08,598,1,,564,Correo Argentino,TRK-E96KGHAGGW
5127,20250214,17:02:48,20250219,17:02:48,1156,1,,806,Correo Argentino,TRK-WIGAYL6N5T
5128,20240320,08:49:05,20240321,08:49:05,1035,2,2.0,2,PICKUP,
5129,20241011,12:29:29,20241012,12:29:29,811,2,3.0,3,PICKUP,
5130,20241207,03:15:31,20241210,03:15:31,69,1,,2031,Correo Argentino,TRK-Q1HYH6MLNO
5131,20240724,13:51:03,20240725,13:51:03,1496,2,1.0,1,PICKUP,
5132,20240211,19:20:39,20240215,19:20:39,605,1,,2952,Correo Argentino,TRK-LIBIUCJ6UL
5133,20241026,13:31:05,20241027,13:31:05,1378,2,4.0,4,PICKUP,
5134,20250213,11:13:36,20250217,11:13:36,606,1,,2708,Correo Argentino,TRK-WOHWR13MBA
5135,20240302,04:02:29,20240307,04:02:29,59,1,,726,Correo Argentino,TRK-NYUJDSR0XU
5136,20250617,15:29:18,20250619,15:29:18,421,1,,3189,Correo Argentino,TRK-YAJKNCRGQO
5137,20240815,08:58:05,20240816,08:58:05,1334,2,1.0,1,PICKUP,
5138,20241113,11:35:31,20241118,11:35:31,983,1,,2906,Correo Argentino,TRK-52M5T4TXK0
5139,,,,,676,1,,210,Correo Argentino,
5140,20250328,11:43:59,20250329,11:43:59,1394,2,3.0,3,PICKUP,
5141,20241122,16:05:57,20241129,16:05:57,953,1,,1018,Correo Argentino,TRK-2R6TQYQC4B
5142,20250101,06:06:48,20250102,06:06:48,401,2,2.0,2,PICKUP,
5143,20240110,22:42:56,20240113,22:42:56,1367,1,,605,Correo Argentino,TRK-BE7CJICMPX
5144,20250128,00:25:59,20250203,00:25:59,662,1,,333,Correo Argentino,TRK-2HU9D7WU11
5145,20241009,18:17:58,20241010,18:17:58,684,2,3.0,3,PICKUP,
5146,20240826,04:30:40,20240827,04:30:40,914,2,4.0,4,PICKUP,
5147,20250301,18:51:38,20250302,18:51:38,235,2,3.0,3,PICKUP,
5148,,,,,223,2,2.0,2,PICKUP,
5149,20250530,17:40:20,20250603,17:40:20,38,1,,386,Correo Argentino,TRK-L76CJP1FJ9
5150,20240412,17:31:16,20240419,17:31:16,482,1,,10,Correo Argentino,TRK-ZXGX3BO17E
5151,20250610,21:29:16,20250613,21:29:16,1352,1,,3152,Correo Argentino,TRK-3RZHJBB8O5
5152,20240209,01:53:45,20240210,01:53:45,385,2,1.0,1,PICKUP,
5153,20240318,08:58:00,20240321,08:58:00,126,1,,1582,Correo Argentino,TRK-SEDTJ7XCGF
5154,20240323,20:04:14,20240325,20:04:14,635,1,,2598,Correo Argentino,TRK-XTVMAHT3WA
5155,20240319,22:46:41,20240321,22:46:41,709,1,,1730,Correo Argentino,TRK-UNBHZTTZHX
5156,20240328,07:46:39,20240329,07:46:39,1469,2,4.0,4,PICKUP,
5157,20250313,15:01:44,20250315,15:01:44,752,1,,2598,Correo Argentino,TRK-H6S0XX8OE6
5158,20250426,16:17:27,20250427,16:17:27,1366,2,2.0,2,PICKUP,
5159,20241202,02:55:02,20241203,02:55:02,474,2,1.0,1,PICKUP,
5160,20250802,06:40:25,20250806,06:40:25,136,1,,2539,Correo Argentino,TRK-OWLS28NM5V
5161,20240727,06:45:53,20240802,06:45:53,930,1,,2377,Correo Argentino,TRK-AWVQ9UQ6V2
5162,20241015,07:27:37,20241022,07:27:37,150,1,,2773,Correo Argentino,TRK-4WIT79J2QJ
5163,20250503,11:59:00,20250508,11:59:00,836,1,,1046,Correo Argentino,TRK-KDU4LTUQB9
5164,20250710,04:49:18,20250712,04:49:18,779,1,,931,Correo Argentino,TRK-SQ60LJWYXU
5165,20240616,13:12:12,20240619,13:12:12,127,1,,2995,Correo Argentino,TRK-EYBM5TQ5QN
5166,20241202,17:39:52,20241205,17:39:52,1409,1,,810,Correo Argentino,TRK-Z31B6QMJ4Z
5167,20240825,08:46:20,20240826,08:46:20,1475,2,1.0,1,PICKUP,
5168,20241217,16:36:42,20241218,16:36:42,222,2,3.0,3,PICKUP,
5169,20250104,22:34:53,20250109,22:34:53,1396,1,,581,Correo Argentino,TRK-F33KD2W3T8
5170,20241109,05:20:15,20241110,05:20:15,1132,2,3.0,3,PICKUP,
5171,20250627,07:41:03,20250628,07:41:03,1301,2,2.0,2,PICKUP,
5172,20241031,12:54:57,20241101,12:54:57,42,2,4.0,4,PICKUP,
5173,20250506,08:25:43,20250509,08:25:43,900,1,,318,Correo Argentino,TRK-U9G2VGRXIF
5174,20240213,22:15:16,20240215,22:15:16,890,1,,655,Correo Argentino,TRK-9H63XU6SK7
5175,20240312,10:19:00,20240313,10:19:00,303,2,4.0,4,PICKUP,
5176,20240524,07:12:13,20240525,07:12:13,754,2,2.0,2,PICKUP,
5177,20250413,04:47:17,20250414,04:47:17,1023,2,4.0,4,PICKUP,
5178,20250406,16:13:00,20250407,16:13:00,163,2,2.0,2,PICKUP,
5179,20240206,17:18:32,20240207,17:18:32,682,2,3.0,3,PICKUP,
5180,20250423,15:32:56,20250425,15:32:56,680,1,,192,Correo Argentino,TRK-XF54C0WYVP
5181,20240404,12:17:44,20240407,12:17:44,1340,1,,2882,Correo Argentino,TRK-ZY7N0Q87QI
5182,20240723,01:00:44,20240728,01:00:44,412,1,,1453,Correo Argentino,TRK-LTLBGNKVCA
5183,20240724,00:49:30,20240727,00:49:30,384,1,,652,Correo Argentino,TRK-3GWCHJ9IVC
5184,,,,,949,1,,2922,Correo Argentino,
5185,20240417,13:30:04,20240418,13:30:04,630,2,3.0,3,PICKUP,
5186,20240815,16:21:14,20240816,16:21:14,1480,2,3.0,3,PICKUP,
5187,20240217,08:26:24,20240219,08:26:24,493,1,,432,Correo Argentino,TRK-29IVZHSYHA
5188,20241028,10:57:56,20241029,10:57:56,337,2,1.0,1,PICKUP,
5189,,,,,1364,1,,139,Correo Argentino,
5190,20250120,01:01:31,20250122,01:01:31,357,1,,2931,Correo Argentino,TRK-QJGISKBEQZ
5191,20250525,19:02:16,20250526,19:02:16,532,2,2.0,2,PICKUP,
5192,20250830,08:30:11,20250831,08:30:11,781,2,3.0,3,PICKUP,
5193,20250110,01:57:59,20250114,01:57:59,659,1,,381,Correo Argentino,TRK-ZV84VA23KD
5194,20240306,18:17:59,20240307,18:17:59,382,2,2.0,2,PICKUP,
5195,20240828,06:58:18,20240829,06:58:18,1048,2,4.0,4,PICKUP,
5196,20241031,19:03:59,20241103,19:03:59,855,1,,5,Correo Argentino,TRK-ZDPLS4P3YM
5197,20250703,16:15:14,20250704,16:15:14,1413,2,1.0,1,PICKUP,
5198,20250310,14:45:43,20250311,14:45:43,1304,2,3.0,3,PICKUP,
5199,20250616,14:05:38,20250617,14:05:38,1015,2,4.0,4,PICKUP,
5200,20250128,20:01:05,20250129,20:01:05,796,2,1.0,1,PICKUP,
5201,20240208,15:44:56,20240209,15:44:56,877,2,2.0,2,PICKUP,
5202,,,,,658,1,,2710,Correo Argentino,
5203,20240826,20:05:36,20240827,20:05:36,451,2,2.0,2,PICKUP,
5204,20250928,00:29:46,20250930,00:29:46,1007,1,,1983,Correo Argentino,TRK-Q49H5NWOMX
5205,20240314,02:07:29,20240315,02:07:29,1071,2,2.0,2,PICKUP,
5206,20240920,11:14:56,20240921,11:14:56,326,2,3.0,3,PICKUP,
5207,20250812,20:00:52,20250814,20:00:52,1329,1,,2018,Correo Argentino,TRK-9XOKL2LGUE
5208,20240928,02:40:49,20241002,02:40:49,403,1,,1570,Correo Argentino,TRK-45IJDQI548
5209,20241021,08:08:34,20241022,08:08:34,138,2,1.0,1,PICKUP,
5210,20240520,17:51:46,20240523,17:51:46,821,1,,3078,Correo Argentino,TRK-TVTGANR35K
5211,20250615,01:09:32,20250618,01:09:32,607,1,,382,Correo Argentino,TRK-UL7GGA08AW
5212,20250523,18:10:31,20250524,18:10:31,1210,2,2.0,2,PICKUP,
5213,20240915,04:47:46,20240916,04:47:46,211,2,4.0,4,PICKUP,
5214,20240603,04:50:58,20240604,04:50:58,1217,2,1.0,1,PICKUP,
5215,20240831,12:39:27,20240901,12:39:27,630,2,1.0,1,PICKUP,
5216,20240229,03:26:00,20240304,03:26:00,1127,1,,3146,Correo Argentino,TRK-1SVGZHCI8B
5217,20240625,01:15:04,20240630,01:15:04,1339,1,,2205,Correo Argentino,TRK-97NM767NF3
5218,20250803,19:57:19,20250807,19:57:19,1296,1,,1825,Correo Argentino,TRK-ZX02AL1JR1
5219,20240706,07:50:38,20240707,07:50:38,408,2,3.0,3,PICKUP,
5220,20250822,21:01:13,20250826,21:01:13,1056,1,,1965,Correo Argentino,TRK-54JYHJUSRT
5221,20240322,02:40:15,20240326,02:40:15,349,1,,1405,Correo Argentino,TRK-M2FDZ6ONRC
5222,20240618,01:47:32,20240619,01:47:32,151,2,2.0,2,PICKUP,
5223,20241009,02:37:01,20241012,02:37:01,1261,1,,3081,Correo Argentino,TRK-UJJ9C3N46E
5224,20240915,12:21:14,20240917,12:21:14,676,1,,2811,Correo Argentino,TRK-AYZXUEDXCK
5225,20240704,19:14:49,20240707,19:14:49,77,1,,1288,Correo Argentino,TRK-VTJW03HJNA
5226,,,,,1171,1,,3040,Correo Argentino,
5227,20250816,04:10:43,20250818,04:10:43,1339,1,,2448,Correo Argentino,TRK-MAX6P1FBUJ
5228,,,,,711,2,2.0,2,PICKUP,
5229,20250617,20:03:24,20250618,20:03:24,1140,2,2.0,2,PICKUP,
5230,20240503,05:30:58,20240507,05:30:58,1176,1,,1407,Correo Argentino,TRK-69541ZC4BN
5231,20250908,20:34:27,20250912,20:34:27,265,1,,1103,Correo Argentino,TRK-NNRXYGD90A
5232,20250224,22:01:41,20250225,22:01:41,711,2,3.0,3,PICKUP,
5233,20250408,21:28:05,20250412,21:28:05,490,1,,2162,Correo Argentino,TRK-KCTDXI1DDO
5234,20250511,12:45:21,20250516,12:45:21,837,1,,2149,Correo Argentino,TRK-EHM5KRVQ4O
5235,20250823,08:06:43,20250828,08:06:43,180,1,,1919,Correo Argentino,TRK-PUJN9XHUWY
5236,20250916,17:37:11,20250917,17:37:11,452,2,2.0,2,PICKUP,
5237,20250419,02:21:22,20250421,02:21:22,644,1,,1995,Correo Argentino,TRK-AH6DE24AGR
5238,20250520,03:50:55,20250521,03:50:55,1276,2,4.0,4,PICKUP,
5239,20250527,04:01:51,20250531,04:01:51,370,1,,572,Correo Argentino,TRK-4TU160GC57
5240,20241101,05:18:21,20241106,05:18:21,455,1,,3185,Correo Argentino,TRK-HZVEFY89QR
5241,20240218,03:49:18,20240221,03:49:18,275,1,,992,Correo Argentino,TRK-043I2IPW7W
5242,20250815,22:56:53,20250816,22:56:53,1420,2,1.0,1,PICKUP,
5243,20240312,17:24:07,20240315,17:24:07,808,1,,84,Correo Argentino,TRK-I9NKN0I2K8
5244,20250118,11:55:04,20250123,11:55:04,535,1,,2985,Correo Argentino,TRK-53L9ASJFOL
5245,,,,,179,1,,2491,Correo Argentino,
5246,20250825,21:05:20,20250826,21:05:20,267,2,2.0,2,PICKUP,
5247,20240303,22:35:02,20240305,22:35:02,1382,1,,1541,Correo Argentino,TRK-T8GS4IF0BW
5248,20250809,08:43:45,20250810,08:43:45,934,2,4.0,4,PICKUP,
5249,20250508,11:10:01,20250512,11:10:01,1217,1,,2419,Correo Argentino,TRK-C0KYFIO856
5250,,,,,209,1,,731,Correo Argentino,
5251,20250613,18:38:55,20250614,18:38:55,1317,2,3.0,3,PICKUP,
5252,,,,,873,2,1.0,1,PICKUP,
5253,20250819,22:15:58,20250820,22:15:58,133,2,4.0,4,PICKUP,
5254,20241112,07:04:40,20241113,07:04:40,220,2,3.0,3,PICKUP,
5255,20240930,21:51:08,20241005,21:51:08,848,1,,891,Correo Argentino,TRK-M3Z388VO1W
5256,20250401,12:20:34,20250403,12:20:34,1090,1,,1152,Correo Argentino,TRK-J27LRJL9QT
5257,20250324,07:24:56,20250329,07:24:56,494,1,,2378,Correo Argentino,TRK-CTZLKQRJDS
5258,20240824,04:26:51,20240825,04:26:51,991,2,3.0,3,PICKUP,
5259,20250806,09:23:26,20250807,09:23:26,32,2,2.0,2,PICKUP,
5260,20240425,08:48:17,20240426,08:48:17,840,2,3.0,3,PICKUP,
5261,20240509,10:00:31,20240510,10:00:31,829,2,3.0,3,PICKUP,
5262,20250909,10:18:39,20250913,10:18:39,685,1,,582,Correo Argentino,TRK-40TZD8T4T5
5263,,,,,1303,1,,3072,Correo Argentino,
5264,20240612,17:49:26,20240616,17:49:26,514,1,,2758,Correo Argentino,TRK-9SYGHGHKN1
5265,20250929,23:49:11,20250930,23:49:11,131,2,2.0,2,PICKUP,
5266,20250807,03:09:10,20250812,03:09:10,680,1,,2488,Correo Argentino,TRK-4RG01LS834
5267,20240512,16:22:59,20240515,16:22:59,165,1,,2843,Correo Argentino,TRK-NF1OGLOVJ4
5268,20240705,23:34:53,20240706,23:34:53,1409,2,2.0,2,PICKUP,
5269,20250305,23:02:16,20250306,23:02:16,548,2,2.0,2,PICKUP,
5270,20240716,08:10:10,20240719,08:10:10,941,1,,1068,Correo Argentino,TRK-857HDE0QPB
5271,20240123,19:53:20,20240124,19:53:20,456,2,3.0,3,PICKUP,
5272,20240311,18:05:37,20240315,18:05:37,675,1,,1670,Correo Argentino,TRK-7X24JZAGJN
