payment_sk,payment_id,date_id,customer_sk,channel_sk,store_sk,location_sk,status,method,transaction_ref,amount
5464,7000005463,20250621.0,1236,1,,1588.0,PAID,CARD,TX-2JA3JA2V3J0D,13314.6
5465,7000005464,20240221.0,104,1,,838.0,PAID,CARD,TX-KO2ZC5Z2K9LK,19350.0
5466,7000005465,20240822.0,1164,2,1.0,1127.0,PAID,TRANSFER,TX-1U4JQSZW2DCZ,44467.5
5467,7000005466,20250929.0,436,1,,120.0,PAID,GATEWAY,TX-NLRPJV5NXHCM,48024.9
5468,7000005467,20250920.0,399,1,,1218.0,PAID,CARD,TX-KQC4M2LR7FIN,34485.0
5469,7000005468,,931,1,,1104.0,FAILED,GATEWAY,,58108.8
5470,7000005469,20240801.0,1191,1,,72.0,REFUNDED,CARD,TX-WJ9YL8T9J6JV,15429.6
5471,7000005470,20240718.0,1235,1,,181.0,PAID,GATEWAY,TX-W5A2M24V8B2A,40104.0
5472,7000005471,20250223.0,642,1,,,PAID,GATEWAY,TX-VT99BVSCH4II,46710.6
5473,7000005472,20250218.0,38,1,,574.0,PAID,CARD,TX-YKYM5Y3F979U,60831.3
5474,7000005473,20240504.0,858,1,,91.0,PAID,GATEWAY,TX-ZMPCE8EA8J7I,79801.92
5475,7000005474,20250524.0,766,1,,3049.0,PAID,GATEWAY,TX-2IW4AG7FVMJD,16335.0
5476,7000005475,20240412.0,88,2,4.0,2302.0,PAID,TRANSFER,TX-KCUNP8O05GL0,12414.6
5477,7000005476,20250514.0,358,1,,2908.0,PAID,CARD,TX-A3OG1JBC2Z5E,50205.0
5478,7000005477,20250828.0,879,1,,1734.0,PAID,GATEWAY,TX-S6S6AKU74IGU,14694.0
5479,7000005478,20250526.0,516,2,2.0,,REFUNDED,CARD,TX-RSND184PVCY4,17151.75
5480,7000005479,20241029.0,22,1,,,PAID,GATEWAY,TX-SQX3MO7KJ03Z,17535.0
5481,7000005480,20240312.0,376,2,1.0,344.0,PAID,CASH,TX-64O483X4XRFO,31305.12
5482,7000005481,20250812.0,591,2,4.0,2290.0,PAID,CASH,TX-X8H4Q6R0DCQY,39131.4
5483,7000005482,20250430.0,549,1,,2594.0,PAID,CARD,TX-XJ83XPI28HJG,14268.0
5484,7000005483,20240419.0,783,1,,2074.0,PAID,GATEWAY,TX-5H8KEZLRHDTH,89583.24
5485,7000005484,20241210.0,1155,1,,751.0,PAID,CARD,TX-BXQ2RBWAI7YW,17835.0
5486,7000005485,20250209.0,1472,1,,130.0,PAID,GATEWAY,TX-GX50CTN2K7UW,37200.0
5487,7000005486,20240402.0,637,1,,,PAID,CARD,TX-CRI0VD94SXJR,15129.6
5488,7000005487,20240719.0,372,2,2.0,2424.0,PAID,CASH,TX-EV31F96JJ7WC,29040.0
5489,7000005488,20250606.0,664,1,,2366.0,PAID,CARD,TX-0S0PYUTXPZ2X,77647.8
5490,7000005489,20240817.0,164,1,,180.0,PAID,CARD,TX-FLQR44QB9B3Z,15720.0
5491,7000005490,20250621.0,1062,2,1.0,2083.0,PAID,CASH,TX-SUZHHOBQXG3O,62980.5
5492,7000005491,20240628.0,990,1,,2344.0,PAID,CARD,TX-D3WGVSXQ86HH,50205.0
5493,7000005492,20250207.0,708,2,2.0,1845.0,PAID,CASH,TX-0USUHN5SUJRH,49005.0
5494,7000005493,20250429.0,1117,1,,2086.0,PAID,GATEWAY,TX-C3IIXRDAZ83Q,44460.0
5495,7000005494,20241104.0,1484,1,,3072.0,PAID,CARD,TX-2O2C78KKPHHW,27036.0
5496,7000005495,,732,2,1.0,,FAILED,CARD,,43451.1
5497,7000005496,20250605.0,393,1,,1954.0,PAID,CARD,TX-7EIWU3ES7GQS,40404.0
5498,7000005497,20241218.0,1403,1,,2433.0,PAID,GATEWAY,TX-H5KZZ40S1REY,15720.0
5499,7000005498,,826,2,4.0,553.0,FAILED,CARD,,33668.25
5500,7000005499,,1034,1,,2327.0,FAILED,GATEWAY,,55405.5
5501,7000005500,20240828.0,1132,2,1.0,282.0,PAID,CASH,TX-XAED6XXDRXU3,28459.2
5502,7000005501,20241215.0,985,2,1.0,,PAID,CARD,TX-0T5XRPTPK62F,17242.5
5503,7000005502,,665,2,1.0,2543.0,FAILED,CARD,,18676.35
5504,7000005503,20250915.0,1123,1,,2157.0,PAID,GATEWAY,TX-O0CM5FMYCW0N,14520.0
5505,7000005504,20240605.0,784,1,,2121.0,PAID,CARD,TX-70DCD3HK5LEF,37500.0
5506,7000005505,20250518.0,602,2,4.0,302.0,PAID,CASH,TX-RHSOZCS4USSD,16335.0
5507,7000005506,20240410.0,1059,2,4.0,1923.0,PAID,CASH,TX-OH4NMBLNXGXU,110533.5
5508,7000005507,20240822.0,1215,1,,2001.0,PAID,GATEWAY,TX-DY2PSGOSTU2I,44351.1
5509,7000005508,20240424.0,429,2,2.0,2653.0,PAID,CASH,TX-RWDP7W7BBLV3,32670.0
5510,7000005509,20241212.0,631,2,2.0,,PAID,CARD,TX-K6WV6S4WNQXF,54313.88
5511,7000005510,20250626.0,372,1,,57.0,PAID,GATEWAY,TX-MGYZII8SU6PD,30240.0
5512,7000005511,20250323.0,32,2,4.0,2160.0,PAID,CASH,TX-FDEIDPG3IKXJ,17242.5
5513,7000005512,20240821.0,277,1,,1099.0,PAID,GATEWAY,TX-KG8U3P84FM6V,14268.0
5514,7000005513,20250926.0,243,2,3.0,2051.0,PAID,TRANSFER,TX-JKWBTR11BBBV,17242.5
5515,7000005514,20240709.0,693,2,2.0,,PAID,CARD,TX-KVSA1E8VG3M2,49005.0
5516,7000005515,20241124.0,1241,2,1.0,2652.0,PAID,CASH,TX-W0Y0S8XOMQG1,119517.75
5517,7000005516,20251001.0,536,1,,1208.0,PAID,CARD,TX-2X4TCZEYSGCX,19287.0
5518,7000005517,20240724.0,1302,1,,934.0,PAID,GATEWAY,TX-S37A2CTMLJNF,78752.85
5519,7000005518,20250613.0,1179,2,4.0,2361.0,REFUNDED,CASH,TX-7RGHBSAJJBJ5,31036.5
5520,7000005519,20250410.0,444,2,2.0,638.0,PAID,CARD,TX-HFDS7ZJI781Y,28459.2
5521,7000005520,20240422.0,993,1,,2380.0,PAID,GATEWAY,TX-KXYCH6MWDJ1P,87748.8
5522,7000005521,20250921.0,939,1,,1274.0,PAID,CARD,TX-RVS58L03QLH2,47754.75
5523,7000005522,20240519.0,502,1,,811.0,PAID,GATEWAY,TX-Y2AIME29VVEY,79390.2
5524,7000005523,20240730.0,22,1,,1984.0,PAID,GATEWAY,TX-SZRHXVSTEPSO,15518.25
5525,7000005524,20250829.0,856,1,,1623.0,PAID,GATEWAY,TX-UC9MWPRV97YN,20865.0
5526,7000005525,20250514.0,1436,2,2.0,814.0,PAID,CARD,TX-LYKSWMN2NUX4,29461.08
5527,7000005526,20240103.0,1335,1,,873.0,PAID,GATEWAY,TX-K5E13AF3WJ6X,14268.0
5528,7000005527,20250316.0,856,2,1.0,2990.0,PAID,CASH,TX-13MROZQN12RT,53361.0
5529,7000005528,20240129.0,325,1,,1818.0,PAID,CARD,TX-EX87RZLXK1UX,15683.7
5530,7000005529,,229,1,,310.0,FAILED,GATEWAY,,73834.2
5531,7000005530,20250109.0,357,2,2.0,,PAID,CARD,TX-4558B79RCBYY,34485.0
5532,7000005531,20240201.0,29,2,4.0,,PAID,CASH,TX-H0ZO9N5GY6R2,45738.0
5533,7000005532,20250301.0,306,2,1.0,2139.0,PAID,CARD,TX-X4LCRJG9O1PV,54450.0
5534,7000005533,20250226.0,710,1,,1229.0,PAID,GATEWAY,TX-B83YBRP7TSC5,32670.0
5535,7000005534,20250829.0,11,2,3.0,2553.0,PAID,CARD,TX-013NHHYXP6HI,44823.24
5536,7000005535,20250522.0,785,1,,2897.0,PAID,GATEWAY,TX-V8DYVOGSZSPJ,83108.85
5537,7000005536,20250821.0,691,1,,1589.0,PAID,GATEWAY,TX-9EOTM1O7HLFH,70414.5
5538,7000005537,20241121.0,640,2,1.0,1546.0,PAID,CASH,TX-8B9C19GTLN2C,44866.8
5539,7000005538,20240922.0,937,1,,266.0,PAID,CARD,TX-HH54L20CVQ2L,54861.0
5540,7000005539,,1479,2,2.0,1368.0,PENDING,CARD,,50457.0
5541,7000005540,20240703.0,365,1,,466.0,PAID,GATEWAY,TX-5STQTME91WQJ,20257.5
5542,7000005541,20241124.0,719,1,,1888.0,PAID,CARD,TX-7D72DI1PNRYW,76641.0
5543,7000005542,20250508.0,455,1,,2757.0,PAID,GATEWAY,TX-4V5GW0N96CWY,57410.55
5544,7000005543,20250415.0,1347,2,3.0,365.0,PAID,TRANSFER,TX-BADXP5XT5IQT,27588.0
5545,7000005544,20250426.0,244,1,,3127.0,PAID,GATEWAY,TX-4OH9E6ZOYCVN,13968.0
5546,7000005545,,1456,2,4.0,1807.0,FAILED,CARD,,12806.64
5547,7000005546,20240503.0,44,1,,1194.0,PAID,GATEWAY,TX-J1XZS15W02W3,25022.4
5548,7000005547,20241201.0,993,1,,1732.0,PAID,GATEWAY,TX-A4HB38S41799,38852.7
5549,7000005548,20250419.0,1358,2,1.0,2712.0,PAID,CASH,TX-FSVGWYTWXNS7,34485.0
5550,7000005549,20240901.0,1103,2,4.0,1227.0,PAID,CASH,TX-AV7L941X231Z,15518.25
5551,7000005550,,1147,1,,3021.0,FAILED,CARD,,55350.0
5552,7000005551,20250915.0,882,1,,1336.0,PAID,GATEWAY,TX-6D7LN7MMO2WS,79245.0
5553,7000005552,20240703.0,1324,2,4.0,1156.0,PAID,CASH,TX-8LPJRZ587612,53996.25
5554,7000005553,20250808.0,1102,1,,1090.0,PAID,GATEWAY,TX-FGD36HZAQ24X,29040.0
5555,7000005554,20250225.0,547,2,3.0,1144.0,PAID,TRANSFER,TX-2A0364LIRAYM,28459.2
5556,7000005555,20240314.0,833,2,1.0,58.0,PAID,CASH,TX-C6OE1SHORA0Y,28459.2
5557,7000005556,,1481,1,,944.0,FAILED,GATEWAY,,12961.2
5558,7000005557,20240401.0,51,1,,2571.0,PAID,CARD,TX-2TZ9UKC6JA7D,36474.0
5559,7000005558,20240712.0,1234,1,,2616.0,PAID,CARD,TX-C7ZQZK1I4WVT,15841.08
5560,7000005559,,378,2,4.0,40.0,FAILED,CASH,,13068.0
5561,7000005560,20250110.0,1210,2,1.0,1624.0,REFUNDED,CASH,TX-F73LPW4QSMW0,35937.0
5562,7000005561,20240615.0,861,1,,1424.0,PAID,CARD,TX-8192Y8QBXLY5,13968.0
5563,7000005562,20250505.0,861,1,,305.0,PAID,CARD,TX-J8GKMBOT7YNE,17508.3
5564,7000005563,,389,2,4.0,887.0,FAILED,CARD,,29040.0
5565,7000005564,20240220.0,882,2,2.0,1571.0,PAID,CARD,TX-COCZJHS8V24C,26136.0
5566,7000005565,20240612.0,576,1,,505.0,REFUNDED,CARD,TX-A85FZ1XFPG1R,48811.08
5567,7000005566,20240528.0,1333,1,,1760.0,PAID,CARD,TX-UAR0DV0V846A,13968.0
5568,7000005567,20250808.0,537,2,2.0,612.0,PAID,CASH,TX-6S08XOD4EWQ5,18150.0
5569,7000005568,20240108.0,825,1,,429.0,PAID,CARD,TX-GGCVUT74MG6Y,13794.0
5570,7000005569,20241114.0,243,2,3.0,1211.0,PAID,CARD,TX-MWTHFE81VK2I,14229.6
5571,7000005570,20240718.0,233,2,4.0,1362.0,PAID,TRANSFER,TX-FWTNK2FVO6KW,107811.0
5572,7000005571,20250419.0,384,1,,2556.0,PAID,CARD,TX-ZME5JK0NV2N3,51727.5
5573,7000005572,20250930.0,204,2,4.0,1786.0,PAID,CASH,TX-ZXPQYL1GIDJ1,41164.2
5574,7000005573,20250403.0,1272,1,,1442.0,PAID,CARD,TX-303RVKFTPSEY,55650.0
5575,7000005574,20240420.0,1468,2,1.0,733.0,PAID,CARD,TX-93JASW35FBG8,39204.0
5576,7000005575,20240315.0,1326,2,3.0,3123.0,PAID,CASH,TX-9TEAAOT03KEA,28459.2
5577,7000005576,20250330.0,141,1,,2117.0,PAID,CARD,TX-W2J19MLUYPBP,29882.16
5578,7000005577,20240801.0,746,1,,2043.0,PAID,CARD,TX-E2I2BEAYBPGH,55213.88
5579,7000005578,20240709.0,1479,2,2.0,19.0,PAID,CARD,TX-OEM2HOIF72O2,48024.9
5580,7000005579,,328,2,3.0,458.0,FAILED,TRANSFER,,59532.0
5581,7000005580,20250428.0,276,1,,,PAID,CARD,TX-6VBCG683KJZZ,33870.0
5582,7000005581,20241224.0,974,2,4.0,,PAID,CARD,TX-4R0HY488RECT,62254.5
5583,7000005582,20241223.0,653,2,2.0,,PAID,CASH,TX-J8UQQFMXM7A5,13068.0
5584,7000005583,20240214.0,993,1,,583.0,PAID,CARD,TX-9P9VS3YT6VYI,58399.2
5585,7000005584,20250305.0,159,1,,713.0,REFUNDED,GATEWAY,TX-LUK7THMNYJ4A,33444.0
5586,7000005585,20240218.0,1451,1,,1617.0,PAID,GATEWAY,TX-3FOONHHEM8TW,28923.6
5587,7000005586,20241225.0,866,2,4.0,1827.0,PAID,CARD,TX-28600B91Y9K3,17787.0
5588,7000005587,20240723.0,88,1,,1889.0,PAID,CARD,TX-O16WU8AOAXY4,30492.0
5589,7000005588,20240821.0,994,2,3.0,3061.0,PAID,CASH,TX-896OI3J6WMDV,18676.35
5590,7000005589,20241003.0,1015,1,,832.0,PAID,CARD,TX-Z0RPJS2M7EZF,60257.76
5591,7000005590,,1351,1,,1458.0,FAILED,CARD,,28488.0
5592,7000005591,20240514.0,304,1,,992.0,PAID,CARD,TX-51HW1JZTGVY8,44651.1
5593,7000005592,20240406.0,925,2,3.0,1904.0,PAID,CARD,TX-W35XR5I9HHLW,35937.0
5594,7000005593,20250611.0,283,2,4.0,2183.0,PAID,CARD,TX-G3JEBGFFTDCX,57680.7
5595,7000005594,20240402.0,1061,1,,1229.0,PAID,CARD,TX-QGEXP8WYL0UT,56929.05
5596,7000005595,20250217.0,429,1,,653.0,PAID,CARD,TX-IZE4IWMQ07S2,18687.0
5597,7000005596,20250304.0,705,1,,625.0,PAID,GATEWAY,TX-0VPCW958H1W3,13968.0
5598,7000005597,20241020.0,516,1,,2797.0,PAID,CARD,TX-62Q03MV4ONQ1,17787.0
5599,7000005598,20241207.0,978,1,,,PAID,GATEWAY,TX-FMVZUOH5OCE0,56029.05
5600,7000005599,20241121.0,332,1,,2012.0,PAID,GATEWAY,TX-HRYF7PWEPFIC,19866.75
5601,7000005600,20241204.0,43,2,3.0,2591.0,PAID,CARD,TX-FNABQHKRSAKE,74052.0
5602,7000005601,20250422.0,853,1,,730.0,PAID,GATEWAY,TX-WIVCVSF6K5TF,13914.6
5603,7000005602,20250423.0,209,2,4.0,3027.0,PAID,CARD,TX-W3GUOGJQR4XS,18676.35
5604,7000005603,20240415.0,1476,1,,1295.0,PAID,CARD,TX-CM98YTQWP85W,19350.0
5605,7000005604,20240307.0,1331,1,,812.0,PAID,GATEWAY,TX-X0SOLEVQ071U,53336.4
5606,7000005605,20250304.0,1400,2,3.0,3104.0,PAID,CARD,TX-XKDYRE5Q77YD,42688.8
5607,7000005606,20240412.0,248,1,,2445.0,PAID,GATEWAY,TX-G9NQC9AVXK3Q,13794.0
5608,7000005607,,1105,1,,2093.0,FAILED,CARD,,55950.0
5609,7000005608,20240417.0,543,2,1.0,3000.0,PAID,TRANSFER,TX-TADEMKG95O3C,14520.0
5610,7000005609,20250129.0,1452,2,2.0,1410.0,PAID,CASH,TX-NGXNP1B7HD27,85395.75
5611,7000005610,,483,1,,4.0,FAILED,CARD,,18442.5
5612,7000005611,20241030.0,135,2,2.0,1112.0,PAID,CASH,TX-V8MBVN0YJHPF,94743.0
5613,7000005612,20250708.0,1462,1,,1846.0,PAID,GATEWAY,TX-TU5FM6SJALRO,35803.5
5614,7000005613,20250528.0,1149,1,,,PAID,GATEWAY,TX-KC660FJSTZLU,31755.0
5615,7000005614,20240826.0,1485,2,2.0,848.0,PAID,CARD,TX-1I39UNJN2OKH,14483.7
5616,7000005615,20240705.0,905,1,,1061.0,PAID,CARD,TX-1L06I5245EHJ,80697.0
5617,7000005616,20250419.0,1236,2,1.0,,PAID,CASH,TX-K70FF8BAY0XO,54613.35
5618,7000005617,20250712.0,176,1,,1456.0,PAID,GATEWAY,TX-LT02ZQYF72KD,14994.0
5619,7000005618,,1319,2,3.0,401.0,FAILED,CASH,,98554.5
5620,7000005619,20240728.0,1386,1,,687.0,PAID,CARD,TX-W7OF7XSXGJ1F,60814.2
5621,7000005620,20240310.0,121,1,,2373.0,PAID,GATEWAY,TX-3L8BL6LC682Q,51158.4
5622,7000005621,20250820.0,954,1,,2206.0,PAID,GATEWAY,TX-95X3208RFAFV,40704.0
5623,7000005622,20250814.0,90,1,,969.0,PAID,GATEWAY,TX-S2JKZRGSX8C4,92776.35
5624,7000005623,20250907.0,347,1,,1104.0,PAID,CARD,TX-95SJWX8HZEZ6,24422.4
5625,7000005624,20241005.0,1486,1,,2729.0,PAID,CARD,TX-BNCH3ION847D,25729.2
5626,7000005625,20240422.0,223,1,,709.0,PAID,GATEWAY,TX-VY7NHS33PAMC,19050.0
5627,7000005626,20250713.0,749,2,2.0,2218.0,REFUNDED,TRANSFER,TX-ON5KP8VLZPFN,49005.0
5628,7000005627,20240404.0,1199,2,2.0,2008.0,PAID,CASH,TX-9YAFHSKK5831,84942.0
5629,7000005628,20250921.0,58,1,,2753.0,PAID,GATEWAY,TX-B51DDY8C8RSX,61395.0
5630,7000005629,20250101.0,78,2,2.0,1448.0,PAID,CARD,TX-EEMUDXIRIPQ7,73863.24
5631,7000005630,20250309.0,888,1,,,PAID,GATEWAY,TX-A5VKUA46YHU4,16373.4
5632,7000005631,20241230.0,1472,2,4.0,233.0,PAID,CARD,TX-4D1PITAE9EQ8,44104.5
5633,7000005632,20250829.0,1477,1,,1205.0,PAID,GATEWAY,TX-RI3COI33UAI5,81386.7
5634,7000005633,20241016.0,1104,1,,,PAID,CARD,TX-3LJCMDX7DPYG,32781.0
5635,7000005634,,1241,2,4.0,2402.0,FAILED,CARD,,42688.8
5636,7000005635,20250610.0,715,1,,861.0,PAID,CARD,TX-IMXSPCU9L166,57528.0
5637,7000005636,20241208.0,1295,1,,,PAID,GATEWAY,TX-TD6BBEM4ZTRU,44460.0
5638,7000005637,20250629.0,1237,2,3.0,2040.0,PAID,CARD,TX-Q9QSLYIQKXUZ,118265.4
5639,7000005638,20250521.0,1202,1,,1318.0,PAID,GATEWAY,TX-YPBXC1BXYTWH,54778.8
5640,7000005639,20241123.0,1014,2,1.0,2350.0,PAID,CASH,TX-GEV8DCL40PR4,36300.0
5641,7000005640,20240131.0,701,2,3.0,65.0,PAID,CASH,TX-T0JA8KT30U3X,84107.1
5642,7000005641,20240721.0,232,1,,1802.0,PAID,GATEWAY,TX-G0CWIZ5NDDR8,13068.0
5643,7000005642,20240913.0,812,2,1.0,2477.0,PAID,CARD,TX-8YBM5BM2J434,15173.4
5644,7000005643,20250816.0,1322,1,,3059.0,PAID,GATEWAY,TX-N8OB5PQ2E1PO,43888.8
5645,7000005644,20240312.0,1443,1,,3121.0,PAID,CARD,TX-S1WVBLHWP7EZ,38833.5
5646,7000005645,20240517.0,1047,1,,565.0,PAID,CARD,TX-10E88EDMMDDQ,60504.6
5647,7000005646,20240325.0,669,1,,651.0,PAID,GATEWAY,TX-H5S0KGHW77O6,34487.1
5648,7000005647,20250505.0,23,1,,1475.0,PAID,CARD,TX-232NQ4CHHOUH,27036.0
5649,7000005648,20240728.0,1163,1,,2485.0,PAID,CARD,TX-L9NW7W2AXWGX,52627.5
5650,7000005649,20240421.0,97,2,3.0,835.0,PAID,TRANSFER,TX-990N3370IG3C,13794.0
5651,7000005650,20250808.0,366,1,,2705.0,PAID,CARD,TX-WL6WYP0APBRM,83601.0
5652,7000005651,20250811.0,429,1,,1756.0,PAID,CARD,TX-BU3XOMOY2BV3,14694.0
5653,7000005652,,524,2,1.0,1919.0,FAILED,TRANSFER,,57208.8
5654,7000005653,20250607.0,1313,2,2.0,1694.0,PAID,CARD,TX-035915I6WTI3,29403.0
5655,7000005654,,456,1,,1513.0,FAILED,CARD,,38419.92
5656,7000005655,20240331.0,291,1,,3082.0,PAID,CARD,TX-GKISXTKX26OK,29214.0
5657,7000005656,20241115.0,1359,1,,2932.0,PAID,CARD,TX-DF8EPTBRVHE1,14268.0
5658,7000005657,20241008.0,685,2,2.0,173.0,PAID,CASH,TX-WTPWE5ZE9H3B,34485.0
5659,7000005658,20250317.0,1370,2,4.0,15.0,PAID,CARD,TX-JL0HP5DA9L5O,88209.0
5660,7000005659,20241024.0,350,2,2.0,,PAID,CASH,TX-64NNGCL3AMET,32016.6
5661,7000005660,20240225.0,1135,1,,,PAID,GATEWAY,TX-DVVE7RWM3776,78763.5
5662,7000005661,20250710.0,17,1,,492.0,REFUNDED,CARD,TX-1QSEJXZV0XX0,52201.5
5663,7000005662,20250305.0,208,2,3.0,2241.0,PAID,CASH,TX-QJZ3141IAA79,34485.0
5664,7000005663,20250521.0,511,2,4.0,1823.0,PAID,CASH,TX-GGH7XET6OAXD,86466.6
5665,7000005664,20240406.0,951,1,,2556.0,PAID,CARD,TX-F6AACD0QM1OE,14701.5
5666,7000005665,,43,1,,808.0,PENDING,CARD,,43317.6
5667,7000005666,20240722.0,1435,1,,2778.0,PAID,CARD,TX-DRCXJ0859C47,37437.0
5668,7000005667,20250406.0,748,2,2.0,1295.0,PAID,CASH,TX-89X0ES8E33O4,29403.0
5669,7000005668,20250907.0,542,1,,1933.0,PAID,CARD,TX-VR8ES8YVYBNL,36300.0
5670,7000005669,20250323.0,430,1,,487.0,PAID,GATEWAY,TX-AYJ0V5XPKRTD,87712.5
5671,7000005670,,7,2,4.0,2464.0,FAILED,CARD,,52998.0
5672,7000005671,,1447,1,,2744.0,PENDING,CARD,,32205.12
5673,7000005672,20250324.0,426,2,2.0,664.0,PAID,CASH,TX-CD0PRSS6Y13H,26136.0
5674,7000005673,20240325.0,1248,2,3.0,549.0,PAID,TRANSFER,TX-0T370YYPCTNJ,28459.2
5675,7000005674,20250208.0,246,1,,1047.0,REFUNDED,CARD,TX-9F8NYW8YWMXL,51727.5
5676,7000005675,20240402.0,665,1,,366.0,PAID,GATEWAY,TX-43BE9MJZMLU6,14694.0
5677,7000005676,20250618.0,337,2,1.0,1094.0,PAID,CASH,TX-A78PUNMU0HBE,49005.0
5678,7000005677,20240604.0,602,1,,2319.0,PAID,GATEWAY,TX-XD1458M8OKRE,80912.7
5679,7000005678,20250608.0,118,1,,3041.0,PAID,CARD,TX-6UZ4EYU9OQ63,67881.0
5680,7000005679,20250525.0,119,2,3.0,800.0,PAID,TRANSFER,TX-6GTTFPT3PIWF,69877.5
5681,7000005680,20250321.0,996,1,,1591.0,PAID,GATEWAY,TX-269BVZV2GTHH,28942.8
5682,7000005681,20250816.0,143,2,4.0,802.0,PAID,CARD,TX-7FZZ9ZM889JW,41382.0
5683,7000005682,20241125.0,191,1,,3052.0,PAID,GATEWAY,TX-0WXUTEQ0R66H,54450.0
5684,7000005683,20241104.0,616,1,,2209.0,PAID,CARD,TX-NE6JEAYFHMCK,14568.0
5685,7000005684,20240602.0,758,2,1.0,463.0,PAID,CASH,TX-Y76D9H2Q9QJ5,48279.0
5686,7000005685,20241129.0,605,1,,,PAID,GATEWAY,TX-UBT1GYDJHDXT,55350.0
5687,7000005686,20240110.0,1038,1,,2717.0,PAID,GATEWAY,TX-TGE1VJA8RS1P,39204.0
5688,7000005687,20240802.0,754,1,,512.0,PAID,GATEWAY,TX-M4B2XGSE1BAB,29359.2
5689,7000005688,20240518.0,273,1,,,PAID,CARD,TX-QMSIEUXJNC2R,13968.0
5690,7000005689,20240802.0,466,2,1.0,1744.0,PAID,CARD,TX-WP3O85QGQCR9,47988.6
5691,7000005690,,1246,2,1.0,1902.0,PENDING,CARD,,27588.0
5692,7000005691,20250113.0,706,2,4.0,966.0,PAID,CASH,TX-81ZN9BUNHP3T,17151.75
5693,7000005692,,1196,1,,207.0,FAILED,CARD,,13794.0
5694,7000005693,20240722.0,1375,1,,306.0,PAID,CARD,TX-VOYI75OWFRFJ,27036.0
5695,7000005694,20240514.0,6,2,3.0,1848.0,PAID,CARD,TX-A64JFIJ4GHHR,72926.7
5696,7000005695,20240220.0,729,2,4.0,2335.0,PAID,CARD,TX-06BJ9ASDBS6L,13068.0
5697,7000005696,20241015.0,1222,2,1.0,1934.0,REFUNDED,CARD,TX-UY9UXIL5GJIF,64614.0
5698,7000005697,20241108.0,1493,1,,2893.0,PAID,GATEWAY,TX-XUFVZE4XT37X,14994.0
5699,7000005698,20250211.0,166,1,,1153.0,PAID,CARD,TX-4B2W0F6YE4DD,15841.08
5700,7000005699,20250525.0,1056,1,,1308.0,PAID,CARD,TX-Z3X8JIV2QLZ9,33144.0
5701,7000005700,,1278,1,,474.0,FAILED,GATEWAY,,59788.2
5702,7000005701,20250119.0,681,2,4.0,2696.0,REFUNDED,CARD,TX-IL9E9CI0B7ZW,45738.0
5703,7000005702,20240102.0,1042,2,2.0,2164.0,PAID,CASH,TX-R62UOXOJGQ04,18150.0
5704,7000005703,20240610.0,1013,1,,1524.0,PAID,CARD,TX-LNKDMP7AWH2X,13314.6
5705,7000005704,20241012.0,1392,2,2.0,2206.0,PAID,CASH,TX-98TCT6VYLRPD,12414.6
5706,7000005705,20241117.0,175,2,2.0,482.0,PAID,CASH,TX-73LL7CHKRQAS,78262.8
5707,7000005706,20240820.0,1434,1,,1164.0,PAID,CARD,TX-2Y21LH4ZAIWG,53172.0
5708,7000005707,,795,2,4.0,1632.0,FAILED,TRANSFER,,69696.0
5709,7000005708,20250320.0,919,1,,1750.0,PAID,CARD,TX-PNALUJSU0QI2,42282.0
5710,7000005709,,297,1,,2797.0,FAILED,CARD,,26813.28
5711,7000005710,20250630.0,530,1,,1422.0,PAID,GATEWAY,TX-6JOF3V7NQ22S,24722.4
5712,7000005711,20241208.0,608,2,2.0,,PAID,CARD,TX-7EWH1K4UMPDP,51727.5
5713,7000005712,20240711.0,574,1,,1484.0,PAID,GATEWAY,TX-OJGOW98ATBRT,30240.0
5714,7000005713,20250207.0,781,1,,2017.0,PAID,GATEWAY,TX-V0V2CD8QPW6J,51003.6
5715,7000005714,20250505.0,1019,1,,2552.0,PAID,GATEWAY,TX-E9P5IGFBEO5Q,39319.92
5716,7000005715,,956,1,,2038.0,PENDING,CARD,,43124.4
5717,7000005716,20240112.0,1306,2,3.0,3030.0,PAID,CARD,TX-I1BWOONX0FNB,83758.62
5718,7000005717,20250828.0,1382,2,4.0,918.0,PAID,CARD,TX-8GI6628GT1L7,57172.5
5719,7000005718,,763,1,,732.0,PENDING,CARD,,33570.0
5720,7000005719,,1090,1,,1359.0,PENDING,GATEWAY,,33870.0
5721,7000005720,20241207.0,743,2,2.0,1270.0,PAID,CARD,TX-97Q6UO9MT5HO,56555.4
5722,7000005721,20250912.0,319,2,1.0,570.0,PAID,CARD,TX-A33SLA5EOZ2O,28459.2
5723,7000005722,20241115.0,782,1,,2156.0,PAID,CARD,TX-5GV3P2QGJDQ3,39349.2
5724,7000005723,20240919.0,799,2,2.0,563.0,PAID,CASH,TX-15HS0TTPM4R4,30346.8
5725,7000005724,20240718.0,870,2,4.0,549.0,PAID,CARD,TX-NIDU30QO4UUJ,42688.8
5726,7000005725,20241123.0,794,1,,2329.0,REFUNDED,GATEWAY,TX-RNUCE7Q3MP9Q,29659.2
5727,7000005726,,1244,1,,2545.0,FAILED,CARD,,44460.0
5728,7000005727,20240108.0,75,1,,1794.0,PAID,GATEWAY,TX-ECVMJVBD47UG,43172.4
5729,7000005728,20240310.0,576,1,,2706.0,PAID,GATEWAY,TX-Q2NLN1G21A65,50205.0
