nps_response_sk,responded_at_date_id,responded_at_time,customer_sk,comment,channel_sk,score
986,20250220,09:49:32,951,Atención muy buena,1,10
987,20250807,01:54:14,487,Atención muy buena,2,10
988,20240210,08:28:13,1218,Atención muy buena,2,2
989,20250714,00:53:54,522,Entrega rápida y producto excelente,1,5
990,20250303,01:54:59,468,Podría mejorar el empaque,1,8
991,20240601,06:17:42,703,Entrega rápida y producto excelente,2,10
992,20241226,11:52:45,1000,Atención muy buena,1,9
993,20250418,09:30:57,137,,2,10
994,20241030,04:01:45,168,,2,9
995,20241123,00:42:14,452,,2,10
996,20250117,10:00:09,1210,Tardó un poco más de lo esperado,2,2
997,20250723,13:34:10,599,Podría mejorar el empaque,2,10
998,20250616,01:17:36,734,Tardó un poco más de lo esperado,1,10
999,20250904,01:47:15,27,Atención muy buena,2,9
1000,20240528,22:16:40,1186,Tardó un poco más de lo esperado,1,10
1001,20250621,08:02:35,1227,Entrega rápida y producto excelente,2,5
1002,20240722,17:36:40,1338,Muy conforme con la calidad,2,9
1003,20250629,20:10:39,1275,Entrega rápida y producto excelente,2,7
1004,20250319,22:59:08,934,Todo perfecto,1,6
1005,20240706,00:00:15,883,Tardó un poco más de lo esperado,2,10
1006,20241115,12:40:21,624,,1,8
1007,20250810,16:22:33,1272,Podría mejorar el empaque,1,7
1008,20250105,05:24:55,746,,2,10
1009,20240511,19:03:47,858,Tardó un poco más de lo esperado,1,8
1010,20250620,11:16:51,393,Volvería a comprar,1,10
1011,20240707,10:35:26,990,Entrega rápida y producto excelente,1,10
1012,20241111,12:39:51,769,Volvería a comprar,1,7
1013,20240927,16:02:59,496,Muy conforme con la calidad,1,2
1014,20240223,14:46:37,401,Tardó un poco más de lo esperado,1,7
1015,20240509,02:34:17,1042,Todo perfecto,1,10
1016,20240915,14:20:39,1101,,2,6
1017,20241029,10:30:00,15,,1,9
1018,20240508,03:57:36,748,Podría mejorar el empaque,1,7
1019,20251007,19:08:07,825,Atención muy buena,1,10
1020,20250531,21:29:44,957,Entrega rápida y producto excelente,2,7
1021,20250121,08:31:15,528,Tardó un poco más de lo esperado,1,3
1022,20250115,10:21:36,1422,Volvería a comprar,1,1
1023,20251010,01:31:39,71,Entrega rápida y producto excelente,1,5
1024,20240808,16:37:43,1375,Tardó un poco más de lo esperado,2,5
1025,20241221,13:17:32,504,Entrega rápida y producto excelente,2,9
1026,20240420,03:12:14,1257,Podría mejorar el empaque,2,8
1027,20240820,00:35:34,1165,Muy conforme con la calidad,2,2
1028,20250410,03:31:10,39,Tardó un poco más de lo esperado,1,8
1029,20241223,20:56:25,102,Muy conforme con la calidad,2,3
1030,20250917,19:37:22,863,,1,7
1031,20240512,16:23:38,494,Entrega rápida y producto excelente,1,3
1032,20250418,05:58:13,1132,Muy conforme con la calidad,1,5
1033,20240513,11:14:58,723,Volvería a comprar,1,9
1034,20240202,10:59:12,280,Podría mejorar el empaque,2,9
1035,20250617,13:41:36,765,Todo perfecto,1,8
1036,20240603,19:23:07,778,Todo perfecto,1,1
1037,20240626,23:39:23,428,Podría mejorar el empaque,1,8
1038,20240204,19:27:13,559,Podría mejorar el empaque,2,7
1039,20240326,20:00:12,1318,Podría mejorar el empaque,2,10
1040,20250215,19:35:21,1451,Atención muy buena,1,6
1041,20240224,13:38:09,994,Todo perfecto,1,4
1042,20240426,13:29:47,311,Atención muy buena,1,5
1043,20250812,08:37:51,282,Atención muy buena,1,8
1044,20241006,13:37:34,94,Todo perfecto,2,9
1045,20240325,17:08:50,1359,Muy conforme con la calidad,1,9
1046,20241219,01:51:00,1400,,2,8
1047,20240224,17:09:41,244,Todo perfecto,2,7
1048,20251009,10:20:11,295,Muy conforme con la calidad,1,8
1049,20241111,12:19:29,731,,1,1
1050,20250419,03:37:17,1191,Tardó un poco más de lo esperado,2,7
1051,20250309,12:47:01,1104,Atención muy buena,1,8
1052,20250711,01:34:33,489,Volvería a comprar,2,7
1053,20250827,20:47:43,1096,Muy conforme con la calidad,2,7
1054,20250315,23:15:07,1253,Volvería a comprar,1,1
1055,20240826,12:22:53,987,,1,8
1056,20240316,19:21:15,43,Todo perfecto,1,8
1057,20250718,15:28:42,268,Podría mejorar el empaque,1,9
1058,20240828,17:18:20,1045,Tardó un poco más de lo esperado,1,9
1059,20240815,18:48:50,1410,,1,4
1060,20241116,06:37:27,859,Atención muy buena,1,10
1061,20240707,02:37:56,353,Entrega rápida y producto excelente,1,7
1062,20241101,08:42:45,350,Volvería a comprar,2,10
1063,20240224,09:33:22,663,,2,3
1064,20240301,11:05:16,601,Muy conforme con la calidad,1,7
1065,20241031,07:46:40,468,Volvería a comprar,1,6
1066,20250817,03:53:15,975,Tardó un poco más de lo esperado,2,10
1067,20250615,21:37:43,1041,Muy conforme con la calidad,2,10
1068,20250717,11:14:35,439,Atención muy buena,2,6
1069,20250509,12:37:30,1120,Volvería a comprar,1,8
1070,20241228,10:14:34,948,,1,9
1071,20250911,07:31:49,1090,Muy conforme con la calidad,2,7
1072,20250819,15:49:56,771,Muy conforme con la calidad,1,0
1073,20241224,19:27:49,1337,Muy conforme con la calidad,2,7
1074,20241022,22:48:27,1269,Podría mejorar el empaque,2,5
1075,20250713,15:03:43,1052,Entrega rápida y producto excelente,1,10
1076,20250501,11:30:52,628,Podría mejorar el empaque,1,5
1077,20250424,19:34:04,589,Podría mejorar el empaque,2,8
1078,20250709,18:23:49,326,,1,0
1079,20250222,13:06:41,1463,Volvería a comprar,1,9
1080,20250707,23:47:24,1131,Todo perfecto,2,3
1081,20241020,18:59:31,688,Todo perfecto,1,10
1082,20250220,16:47:19,1135,Todo perfecto,1,6
1083,20250304,01:31:41,516,Entrega rápida y producto excelente,2,8
1084,20250824,01:47:28,1019,Atención muy buena,2,4
1085,20250603,08:42:16,1009,,1,4
1086,20250517,08:55:14,1015,Todo perfecto,2,9
1087,20250605,08:33:36,234,,1,9
1088,20240729,12:30:10,699,Muy conforme con la calidad,1,3
1089,20240514,18:32:30,807,Entrega rápida y producto excelente,2,2
1090,20240714,07:35:13,945,Podría mejorar el empaque,2,9
1091,20250414,18:17:15,264,Atención muy buena,1,7
1092,20241128,04:54:07,405,Tardó un poco más de lo esperado,2,7
1093,20250531,17:21:29,549,,1,7
1094,20240714,16:45:51,365,Atención muy buena,1,4
1095,20250715,00:45:19,1208,Podría mejorar el empaque,1,5
1096,20241228,03:16:55,1005,Entrega rápida y producto excelente,1,9
1097,20240709,02:13:34,1437,Todo perfecto,1,5
1098,20240923,14:31:51,396,Todo perfecto,1,9
1099,20250103,19:41:00,711,Entrega rápida y producto excelente,1,2
1100,20250622,14:51:11,497,Atención muy buena,1,9
1101,20240120,01:08:30,37,Muy conforme con la calidad,1,10
1102,20240828,16:27:24,380,Entrega rápida y producto excelente,1,8
1103,20250828,20:34:35,535,Muy conforme con la calidad,2,5
1104,20240623,06:47:07,651,Volvería a comprar,2,8
1105,20241023,14:24:56,1085,Entrega rápida y producto excelente,1,9
1106,20241207,12:43:27,1238,Muy conforme con la calidad,2,8
1107,20250820,13:25:52,184,Muy conforme con la calidad,1,6
1108,20250929,05:39:09,498,Entrega rápida y producto excelente,2,7
1109,20240907,03:51:51,1117,Atención muy buena,2,7
1110,20250812,10:33:42,469,Podría mejorar el empaque,1,10
1111,20240804,05:28:28,815,Entrega rápida y producto excelente,1,5
1112,20240820,02:04:34,282,Tardó un poco más de lo esperado,2,10
1113,20250101,07:59:17,335,,2,9
1114,20250117,18:47:46,261,Todo perfecto,1,6
1115,20250126,16:46:44,540,,2,7
1116,20241019,04:54:06,989,Atención muy buena,1,6
1117,20250808,10:09:25,354,Atención muy buena,1,9
1118,20250529,17:15:22,487,,1,1
1119,20240905,04:59:33,553,Podría mejorar el empaque,2,9
1120,20250506,17:32:27,1111,Podría mejorar el empaque,2,7
1121,20240731,01:50:26,293,Volvería a comprar,1,1
1122,20250310,05:03:37,814,Volvería a comprar,1,7
1123,20240220,14:49:23,444,Todo perfecto,2,7
1124,20250707,13:07:51,69,Volvería a comprar,2,8
1125,20250315,04:40:46,1074,Entrega rápida y producto excelente,1,8
1126,20240620,04:28:30,121,Entrega rápida y producto excelente,2,3
1127,20250102,08:06:26,1418,Podría mejorar el empaque,2,3
1128,20250311,20:22:41,1317,Entrega rápida y producto excelente,2,4
1129,20240808,17:23:51,317,,1,8
1130,20250622,23:42:42,1159,Muy conforme con la calidad,2,9
1131,20250727,13:50:02,876,Podría mejorar el empaque,1,9
1132,20250415,03:02:45,159,Atención muy buena,2,8
1133,20240514,07:13:22,1246,Entrega rápida y producto excelente,2,8
1134,20241215,07:15:53,831,Todo perfecto,1,9
1135,20250110,23:41:45,14,,2,9
1136,20241114,02:55:01,52,Tardó un poco más de lo esperado,2,8
1137,20240530,16:41:19,63,,1,0
1138,20240725,05:35:00,714,Entrega rápida y producto excelente,2,7
1139,20240830,03:49:51,276,Atención muy buena,2,9
1140,20240406,05:12:27,165,Muy conforme con la calidad,2,7
1141,20240305,12:44:42,361,Podría mejorar el empaque,1,7
1142,20240707,01:15:04,1339,Podría mejorar el empaque,1,8
1143,20240120,17:02:05,56,Muy conforme con la calidad,2,9
1144,20250927,07:33:29,665,Entrega rápida y producto excelente,2,2
1145,20240516,18:22:31,1475,Todo perfecto,1,10
1146,20250328,04:26:38,1356,Atención muy buena,1,7
1147,20241027,08:47:10,142,,2,8
1148,20250904,00:18:19,466,Podría mejorar el empaque,2,8
1149,20241112,04:51:36,1169,Tardó un poco más de lo esperado,1,7
1150,20250110,09:59:00,634,Tardó un poco más de lo esperado,1,9
1151,20240109,04:38:02,209,Muy conforme con la calidad,2,9
1152,20241210,10:57:06,1157,Podría mejorar el empaque,1,9
1153,20250227,10:40:54,1258,Podría mejorar el empaque,1,8
1154,20240404,07:25:26,663,Todo perfecto,1,0
1155,20240430,15:20:07,785,Tardó un poco más de lo esperado,1,8
1156,20241229,20:12:43,267,Todo perfecto,2,8
1157,20251001,04:52:14,655,Entrega rápida y producto excelente,1,6
1158,20241215,02:46:27,757,Atención muy buena,1,7
1159,20250801,00:45:49,1329,Atención muy buena,1,9
1160,20250520,08:33:22,542,Muy conforme con la calidad,1,10
1161,20240216,09:06:15,316,Podría mejorar el empaque,2,8
1162,20250724,03:40:39,398,,1,1
1163,20250620,00:44:31,964,Entrega rápida y producto excelente,1,8
1164,20241116,10:31:27,854,Volvería a comprar,2,10
1165,20240421,05:44:09,1065,Atención muy buena,2,7
1166,20240901,23:08:52,359,Muy conforme con la calidad,1,9
1167,20240430,13:39:25,174,Volvería a comprar,1,4
1168,20250101,15:47:41,1333,Podría mejorar el empaque,1,9
1169,20240522,02:42:30,901,,2,0
1170,20240429,15:36:13,977,Podría mejorar el empaque,1,10
1171,20250524,11:32:29,757,Atención muy buena,1,7
1172,20241019,14:28:12,1029,,1,9
1173,20250320,12:58:42,904,Muy conforme con la calidad,1,8
1174,20250524,01:15:21,716,,1,5
1175,20250210,17:49:48,1463,,2,8
1176,20250203,14:15:47,800,Tardó un poco más de lo esperado,2,9
1177,20250203,20:59:05,1366,,2,8
1178,20240927,21:19:25,1009,Entrega rápida y producto excelente,1,8
1179,20250916,19:03:46,487,Podría mejorar el empaque,2,8
1180,20240605,18:24:12,970,Todo perfecto,1,9
1181,20240928,18:04:59,1127,,1,10
1182,20240930,17:00:48,22,Atención muy buena,1,6
1183,20241212,11:47:16,1401,Todo perfecto,1,9
1184,20240409,03:58:24,571,Muy conforme con la calidad,2,10
1185,20240416,08:43:21,1061,Podría mejorar el empaque,1,7
1186,20250311,17:05:23,143,Muy conforme con la calidad,1,8
1187,20250725,07:25:53,712,,1,1
1188,20250418,05:46:11,649,,1,6
1189,20250526,01:23:44,317,Volvería a comprar,1,8
1190,20250513,10:44:17,16,Atención muy buena,2,7
1191,20241201,08:22:31,175,Muy conforme con la calidad,2,9
1192,20240730,12:50:56,694,,2,5
1193,20240819,11:59:55,1377,Muy conforme con la calidad,1,9
1194,20240311,21:53:13,653,Todo perfecto,2,5
1195,20250117,03:03:08,1328,Todo perfecto,1,8
1196,20250210,02:52:53,850,,1,8
1197,20240325,16:36:06,1043,Muy conforme con la calidad,2,10
1198,20240608,14:22:21,120,Tardó un poco más de lo esperado,2,9
1199,20240625,23:46:32,374,Podría mejorar el empaque,1,1
1200,20250523,05:33:49,1023,Entrega rápida y producto excelente,2,10
1201,20240829,04:47:21,1435,Muy conforme con la calidad,1,4
1202,20240501,00:46:00,1022,Volvería a comprar,2,4
1203,20250427,09:47:30,397,Atención muy buena,2,5
1204,20250226,11:44:26,539,Tardó un poco más de lo esperado,1,1
1205,20240428,01:51:51,662,Podría mejorar el empaque,2,7
1206,20250208,22:47:26,413,Podría mejorar el empaque,2,7
1207,20240925,19:51:25,978,,1,7
1208,20240310,16:15:58,94,Todo perfecto,1,8
1209,20250112,07:17:21,593,Volvería a comprar,2,9
1210,20251009,11:00:54,3,Podría mejorar el empaque,1,10
1211,20240301,12:53:15,986,Muy conforme con la calidad,1,9
1212,20250722,21:09:21,1097,Tardó un poco más de lo esperado,1,5
1213,20240208,08:13:22,1298,Podría mejorar el empaque,2,8
1214,20240225,17:46:13,968,,2,0
1215,20240208,21:07:49,256,Entrega rápida y producto excelente,2,10
1216,20250624,03:55:55,165,Podría mejorar el empaque,2,7
1217,20240409,11:25:59,74,Volvería a comprar,2,8
1218,20240628,22:05:52,610,Entrega rápida y producto excelente,1,9
1219,20240705,02:13:24,1181,Atención muy buena,1,8
1220,20250720,18:29:10,1198,,1,7
1221,20251006,07:13:11,383,Tardó un poco más de lo esperado,2,9
1222,20241220,08:24:21,327,Tardó un poco más de lo esperado,1,4
1223,20250523,03:25:20,1118,Muy conforme con la calidad,1,3
1224,20240911,10:05:18,1093,Muy conforme con la calidad,2,5
1225,20250713,15:16:21,348,Podría mejorar el empaque,1,10
1226,20250407,08:15:53,988,Tardó un poco más de lo esperado,1,9
1227,20240708,18:48:29,1242,Atención muy buena,1,8
1228,20240219,04:06:01,645,,2,8
1229,20240221,16:05:55,1068,Volvería a comprar,1,7
1230,20250625,10:55:56,523,Atención muy buena,1,9
1231,20240208,19:31:23,624,Muy conforme con la calidad,1,0
1232,20240418,09:31:41,705,Muy conforme con la calidad,2,6
1233,20250117,13:06:25,12,Entrega rápida y producto excelente,2,3
1234,20250409,10:47:01,748,,1,9
1235,20240320,23:14:12,922,,2,9
1236,20250222,01:16:31,637,Muy conforme con la calidad,2,7
1237,20250224,11:36:08,1225,Tardó un poco más de lo esperado,2,8
1238,20240115,17:10:11,1336,Tardó un poco más de lo esperado,2,3
1239,20250128,21:11:36,1006,Volvería a comprar,1,6
1240,20241013,20:55:37,717,Tardó un poco más de lo esperado,1,9
1241,20250429,00:45:18,1117,Entrega rápida y producto excelente,1,5
1242,20250905,05:07:48,547,Todo perfecto,1,7
1243,20240406,12:58:00,1073,,2,6
1244,20250903,17:51:00,611,Tardó un poco más de lo esperado,2,9
1245,20250301,16:53:33,1315,Muy conforme con la calidad,2,7
1246,20250408,12:24:56,881,Todo perfecto,2,10
1247,20240916,03:01:20,475,Tardó un poco más de lo esperado,1,7
1248,20250429,00:12:37,1015,Muy conforme con la calidad,1,5
1249,20240611,07:03:48,574,Entrega rápida y producto excelente,2,7
1250,20240425,15:35:44,71,,1,9
1251,20250926,13:22:49,737,Muy conforme con la calidad,2,9
1252,20241213,03:40:45,1060,Atención muy buena,2,4
1253,20240414,04:40:22,1145,Atención muy buena,2,8
1254,20240727,15:19:46,1256,Todo perfecto,1,10
1255,20250706,11:41:41,1063,Tardó un poco más de lo esperado,2,9
1256,20250212,02:23:55,551,Volvería a comprar,1,0
1257,20250111,09:29:04,248,Volvería a comprar,2,5
1258,20240630,18:08:16,831,,1,6
1259,20240417,04:15:01,968,Entrega rápida y producto excelente,2,10
1260,20240419,16:11:16,1010,Todo perfecto,1,3
1261,20240331,00:48:33,509,Tardó un poco más de lo esperado,2,10
1262,20250224,07:29:58,767,Podría mejorar el empaque,2,8
1263,20250305,01:42:06,795,Podría mejorar el empaque,1,8
1264,20250312,06:47:21,712,,1,8
1265,20240528,16:12:31,273,Entrega rápida y producto excelente,1,9
1266,20240713,21:57:25,818,Todo perfecto,1,6
1267,20240311,06:35:08,513,,2,6
1268,20240524,23:37:12,1026,Todo perfecto,2,10
1269,20250524,09:38:11,1347,,2,8
1270,20240310,14:31:08,258,Entrega rápida y producto excelente,1,2
1271,20250401,03:13:30,1010,Atención muy buena,1,10
1272,20241007,01:18:12,220,Tardó un poco más de lo esperado,2,7
1273,20250220,14:00:38,1048,Volvería a comprar,1,8
1274,20240224,00:20:03,1300,,1,8
1275,20250407,08:09:04,262,Volvería a comprar,2,8
1276,20240728,19:51:22,1141,Volvería a comprar,2,10
1277,20240124,22:46:08,1234,Tardó un poco más de lo esperado,2,8
1278,20241226,16:11:21,554,Volvería a comprar,1,8
1279,20240523,21:59:24,730,Entrega rápida y producto excelente,1,9
1280,20240415,10:44:23,578,Podría mejorar el empaque,2,9
1281,20250929,06:53:21,1133,Todo perfecto,1,8
1282,20250225,05:23:53,272,Muy conforme con la calidad,1,9
1283,20240501,11:03:56,705,Todo perfecto,1,7
1284,20250719,11:40:40,1304,Volvería a comprar,2,3
1285,20240609,10:37:15,1274,Podría mejorar el empaque,2,5
1286,20250725,01:58:37,38,Volvería a comprar,1,1
1287,20241129,23:59:34,1037,Atención muy buena,2,1
1288,20250702,21:24:57,1438,Tardó un poco más de lo esperado,1,10
1289,20241214,16:57:20,621,,1,9
1290,20250603,07:38:30,177,Todo perfecto,1,7
1291,20240206,13:16:08,1116,Atención muy buena,2,6
1292,20240228,17:16:56,537,Muy conforme con la calidad,2,6
1293,20250321,21:26:47,233,Todo perfecto,2,10
1294,20250520,16:40:10,358,Tardó un poco más de lo esperado,1,9
1295,20240922,07:26:58,544,Atención muy buena,1,6
1296,20250119,12:01:56,694,Muy conforme con la calidad,2,7
1297,20250630,11:16:09,1267,,2,6
1298,20241215,11:07:54,491,,1,10
1299,20250620,09:40:04,536,Volvería a comprar,1,10
1300,20240923,21:03:06,403,Podría mejorar el empaque,1,6
1301,20250809,02:10:42,856,Volvería a comprar,1,9
1302,20240219,05:08:13,184,Todo perfecto,2,7
1303,20240114,18:20:27,349,Todo perfecto,1,10
1304,20241207,07:50:47,356,Atención muy buena,1,4
1305,20241106,18:23:23,818,Podría mejorar el empaque,2,8
1306,20240912,04:20:42,1251,Todo perfecto,2,4
1307,20251002,19:54:27,85,Tardó un poco más de lo esperado,2,8
1308,20250122,09:51:55,255,Podría mejorar el empaque,1,10
1309,20250330,18:16:53,929,Entrega rápida y producto excelente,2,8
1310,20240925,22:33:24,541,Muy conforme con la calidad,2,6
1311,20250830,19:52:05,116,,2,4
1312,20250411,04:31:41,402,Todo perfecto,1,8
1313,20240429,04:01:45,922,Entrega rápida y producto excelente,2,3
1314,20240223,06:27:13,1484,,2,6
1315,20240815,18:55:04,986,Muy conforme con la calidad,1,1
1316,20241225,08:03:46,155,Entrega rápida y producto excelente,1,6
1317,20240611,03:28:52,138,Tardó un poco más de lo esperado,1,7
1318,20240122,13:58:11,556,,1,9
1319,20250930,08:31:23,401,,1,6
1320,20250902,21:05:20,267,Muy conforme con la calidad,2,0
1321,20240817,19:58:56,776,,1,6
1322,20250305,12:40:02,186,,1,7
1323,20240210,19:10:09,1330,Muy conforme con la calidad,1,0
1324,20240126,03:58:31,32,Muy conforme con la calidad,1,9
1325,20241029,21:16:05,7,Tardó un poco más de lo esperado,1,6
1326,20240128,20:36:13,358,Muy conforme con la calidad,1,9
1327,20240311,01:11:45,129,,1,0
1328,20250623,15:49:31,829,Atención muy buena,2,7
1329,20240809,07:17:33,1129,Todo perfecto,2,9
1330,20250212,08:13:38,1297,Entrega rápida y producto excelente,1,6
1331,20241220,04:54:20,1001,Atención muy buena,1,10
1332,20240307,20:34:40,1222,Muy conforme con la calidad,2,9
1333,20240428,15:48:46,961,Entrega rápida y producto excelente,1,6
1334,20240806,12:41:07,147,Volvería a comprar,1,9
1335,20250618,12:34:31,1439,Entrega rápida y producto excelente,1,9
1336,20250405,15:34:31,880,Atención muy buena,2,10
1337,20250312,00:07:59,208,Entrega rápida y producto excelente,2,10
1338,20240829,09:35:46,1240,,2,8
1339,20250826,08:22:52,956,Tardó un poco más de lo esperado,2,9
1340,20250610,14:38:54,1212,Volvería a comprar,2,3
1341,20250725,12:15:57,112,Podría mejorar el empaque,1,9
1342,20250613,18:00:24,999,Todo perfecto,1,10
1343,20250318,18:10:10,1381,Atención muy buena,1,10
1344,20240917,23:04:19,935,,2,8
1345,20250310,02:53:35,1412,Todo perfecto,1,10
1346,20251002,20:21:33,296,Podría mejorar el empaque,1,7
1347,20240223,06:35:27,933,Entrega rápida y producto excelente,1,3
1348,20250928,16:29:18,954,Volvería a comprar,1,9
1349,20241023,14:44:48,269,Tardó un poco más de lo esperado,2,7
1350,20250815,20:25:07,281,Volvería a comprar,2,5
1351,20250608,08:09:53,359,Muy conforme con la calidad,2,8
1352,20250628,02:41:44,492,,1,9
1353,20250522,21:32:52,489,Podría mejorar el empaque,2,5
1354,20250711,03:23:34,386,Entrega rápida y producto excelente,2,7
1355,20250821,20:00:52,1329,Entrega rápida y producto excelente,1,7
1356,20240226,09:14:13,649,Volvería a comprar,2,5
1357,20250517,20:46:38,684,Tardó un poco más de lo esperado,1,9
1358,20250929,17:56:08,928,,2,8
1359,20250525,01:13:34,1096,Muy conforme con la calidad,1,5
1360,20250625,13:27:06,546,Muy conforme con la calidad,1,10
1361,20240324,09:02:26,121,,1,10
1362,20240616,09:42:27,400,Volvería a comprar,2,10
1363,20240128,07:10:04,383,Tardó un poco más de lo esperado,1,10
1364,20240511,22:42:44,518,,1,9
1365,20250315,17:55:49,1130,Atención muy buena,2,9
1366,20250913,22:28:57,921,Todo perfecto,2,5
1367,20240920,04:12:49,42,,1,8
1368,20240726,01:56:46,1459,Muy conforme con la calidad,1,2
1369,20250922,14:44:00,1172,Atención muy buena,2,0
1370,20250904,21:17:17,300,Podría mejorar el empaque,1,7
1371,20240225,21:48:03,23,Todo perfecto,2,10
1372,20250908,16:52:19,321,Muy conforme con la calidad,1,5
1373,20241226,06:44:16,426,,1,8
1374,20250716,03:49:14,594,Volvería a comprar,2,9
1375,20240709,21:43:11,1483,Podría mejorar el empaque,2,9
1376,20251008,20:33:14,1003,,1,9
1377,20250526,19:47:36,457,Todo perfecto,2,5
1378,20240303,14:26:09,746,Podría mejorar el empaque,1,9
1379,20240617,06:57:15,150,Volvería a comprar,2,9
1380,20240513,11:11:19,1313,Volvería a comprar,1,8
1381,20240628,20:07:39,1087,Muy conforme con la calidad,2,10
1382,20250522,16:05:42,835,Todo perfecto,1,9
1383,20250202,18:29:42,1149,,2,3
1384,20240516,16:02:53,587,Entrega rápida y producto excelente,2,9
1385,20250218,06:49:53,257,Todo perfecto,1,7
1386,20241128,06:41:11,1127,Atención muy buena,1,0
1387,20250802,20:13:41,1332,Entrega rápida y producto excelente,1,8
1388,20251012,20:26:52,961,Podría mejorar el empaque,1,0
1389,20250206,09:04:12,85,,2,9
1390,20250920,20:46:00,461,Atención muy buena,2,8
1391,20240424,19:51:09,302,Volvería a comprar,2,4
1392,20250610,12:07:35,1239,,1,9
1393,20250515,21:35:10,633,,2,10
1394,20240902,08:46:20,1475,Muy conforme con la calidad,2,9
1395,20250815,12:09:38,1377,,1,9
1396,20240604,17:21:27,719,Entrega rápida y producto excelente,1,3
1397,20241212,04:42:27,390,Muy conforme con la calidad,1,7
1398,20250731,20:13:59,541,Podría mejorar el empaque,1,3
1399,20240802,10:11:56,1181,Atención muy buena,1,7
1400,20250125,19:16:04,1022,Atención muy buena,1,7
1401,20241218,05:47:17,485,,1,7
1402,20240212,03:50:49,1011,Tardó un poco más de lo esperado,1,7
1403,20241227,01:27:11,771,Atención muy buena,1,6
1404,20250912,23:09:24,478,Entrega rápida y producto excelente,2,0
1405,20240709,10:47:37,529,Volvería a comprar,2,5
1406,20240429,11:09:57,73,Muy conforme con la calidad,1,10
1407,20250915,09:03:20,615,Atención muy buena,1,5
1408,20250422,23:37:30,1048,,2,5
1409,20240517,05:18:10,1292,Atención muy buena,1,3
1410,20241208,18:55:30,1429,Tardó un poco más de lo esperado,1,10
1411,20241101,03:43:32,1353,,1,9
1412,20250218,15:01:09,1322,Atención muy buena,1,8
1413,20240207,02:31:06,325,Muy conforme con la calidad,1,7
1414,20250315,14:11:47,1004,,1,7
1415,20250702,23:12:58,509,Tardó un poco más de lo esperado,2,9
1416,20241103,03:48:44,1498,Entrega rápida y producto excelente,1,8
1417,20250228,16:00:00,166,Tardó un poco más de lo esperado,2,4
1418,20250904,13:04:02,971,Podría mejorar el empaque,2,8
1419,20250705,07:41:03,1301,,2,8
1420,20251007,17:17:46,573,Muy conforme con la calidad,2,9
1421,20240803,06:25:42,730,Muy conforme con la calidad,2,7
1422,20250311,03:43:37,650,Atención muy buena,2,9
1423,20241007,09:17:43,873,Muy conforme con la calidad,1,9
1424,20251005,20:30:40,658,Podría mejorar el empaque,2,9
1425,20240903,15:23:50,991,Tardó un poco más de lo esperado,2,1
1426,20251003,09:48:56,106,,2,3
1427,20250908,02:21:08,270,Tardó un poco más de lo esperado,2,10
1428,20250316,12:00:17,833,Muy conforme con la calidad,1,6
1429,20240823,13:50:08,604,Tardó un poco más de lo esperado,1,6
1430,20240913,22:14:23,1051,Tardó un poco más de lo esperado,2,7
1431,20251004,11:19:16,212,Tardó un poco más de lo esperado,2,10
1432,20240216,09:51:16,1149,Volvería a comprar,1,8
1433,20240925,11:20:59,456,Atención muy buena,2,8
1434,20250426,11:57:07,859,Todo perfecto,2,7
1435,20241210,09:49:15,728,Podría mejorar el empaque,2,5
1436,20240714,16:00:14,1062,Volvería a comprar,1,9
1437,20240611,14:25:13,995,Podría mejorar el empaque,1,7
1438,20250504,12:02:13,1173,Tardó un poco más de lo esperado,1,8
1439,20240803,15:36:16,1375,Tardó un poco más de lo esperado,1,4
1440,20240603,04:46:39,1073,Volvería a comprar,2,3
1441,20250930,01:03:53,767,Tardó un poco más de lo esperado,1,7
1442,20250406,20:07:32,969,Volvería a comprar,2,8
1443,20250303,11:23:47,466,Todo perfecto,2,10
1444,20250307,20:21:33,658,Atención muy buena,1,6
1445,20241023,09:48:01,503,Tardó un poco más de lo esperado,2,1
1446,20250712,04:11:46,810,Entrega rápida y producto excelente,2,0
1447,20240427,08:43:48,1161,Volvería a comprar,2,7
1448,20240402,11:30:22,373,Podría mejorar el empaque,2,7
1449,20240402,17:16:19,467,Entrega rápida y producto excelente,1,6
1450,20241006,05:42:05,165,Todo perfecto,1,8
1451,20250629,08:30:36,1212,Atención muy buena,2,7
1452,20250301,03:13:21,237,Entrega rápida y producto excelente,1,5
1453,20240825,17:48:00,447,Volvería a comprar,2,10
1454,20250314,03:19:16,272,Atención muy buena,1,3
1455,20250109,10:48:54,690,Podría mejorar el empaque,2,7
1456,20240211,02:11:43,254,Todo perfecto,1,7
1457,20240820,02:13:50,639,Muy conforme con la calidad,2,8
1458,20241114,09:19:16,1257,Entrega rápida y producto excelente,2,10
1459,20241029,03:39:11,1322,,2,7
1460,20250214,22:42:08,1418,Podría mejorar el empaque,2,9
1461,20250908,18:08:02,1163,Todo perfecto,1,5
1462,20241203,08:09:15,1237,Podría mejorar el empaque,1,7
1463,20241124,23:28:11,1313,Tardó un poco más de lo esperado,1,10
1464,20240713,04:59:13,558,Entrega rápida y producto excelente,2,7
1465,20250407,20:33:40,806,Tardó un poco más de lo esperado,2,8
1466,20240605,01:48:08,362,,1,9
1467,20250616,19:49:42,8,,1,7
1468,20241122,23:26:31,54,Podría mejorar el empaque,2,5
1469,20240330,09:29:20,554,Todo perfecto,2,3
